nootropic,issue,variant,prop,prop_low,prop_high,itemID,count_total,unknown,count
Bacopa,addiction,stan model,4.1403750000000003e-4,5.663391500000001e-6,0.006380953499999993,NA,NA,NA,NA
Bacopa,long_term_side_effects,stan model,0.037976699999999995,0.017943595,0.07124690999999998,NA,NA,NA,NA
Bacopa,other,stan model,0.0420069,0.020524950000000004,0.07771850499999998,NA,NA,NA,NA
Bacopa,side_effects,stan model,0.215329,0.1510575,0.29278904999999994,NA,NA,NA,NA
Bacopa,tolerance,stan model,0.0121531,0.0030503785,0.034615024999999994,NA,NA,NA,NA
Berberine,addiction,stan model,5.938005000000001e-4,6.467659e-6,0.01725550999999999,NA,NA,NA,NA
Berberine,long_term_side_effects,stan model,0.036461549999999995,0.011417984999999999,0.09879833499999999,NA,NA,NA,NA
Berberine,other,stan model,0.046956399999999995,0.0183555,0.10308359999999994,NA,NA,NA,NA
Berberine,side_effects,stan model,0.07570374999999999,0.029031824999999997,0.16614059999999997,NA,NA,NA,NA
Berberine,tolerance,stan model,0.012204949999999999,0.0019261945000000002,0.05254254999999996,NA,NA,NA,NA
Black Seed Oil (Nigella sativa),addiction,stan model,5.39238e-4,6.6492485e-6,0.014072494999999973,NA,NA,NA,NA
Black Seed Oil (Nigella sativa),long_term_side_effects,stan model,0.0297527,0.0099448155,0.07457299499999999,NA,NA,NA,NA
Black Seed Oil (Nigella sativa),other,stan model,0.0216139,0.007502104000000001,0.052640585000000004,NA,NA,NA,NA
Black Seed Oil (Nigella sativa),side_effects,stan model,0.041491799999999995,0.01354093,0.10118804999999996,NA,NA,NA,NA
Black Seed Oil (Nigella sativa),tolerance,stan model,0.01003145,0.0017975170000000002,0.041784544999999985,NA,NA,NA,NA
Boswellia,addiction,stan model,8.277595000000001e-4,9.280720000000002e-6,0.025657199999999984,NA,NA,NA,NA
Boswellia,long_term_side_effects,stan model,0.02974765,0.007554438,0.09830582499999996,NA,NA,NA,NA
Boswellia,other,stan model,0.0295759,0.009623069500000001,0.07964242499999998,NA,NA,NA,NA
Boswellia,side_effects,stan model,0.051406099999999996,0.01296261,0.15823534999999997,NA,NA,NA,NA
Boswellia,tolerance,stan model,0.016426450000000002,0.00249673,0.07924050499999997,NA,NA,NA,NA
BPC-157,addiction,stan model,8.225750000000001e-4,7.921836e-6,0.027094794999999974,NA,NA,NA,NA
BPC-157,long_term_side_effects,stan model,0.02850475,0.007311257,0.09376732999999997,NA,NA,NA,NA
BPC-157,other,stan model,0.028621099999999997,0.009773311,0.07434205999999999,NA,NA,NA,NA
BPC-157,side_effects,stan model,0.04775599999999999,0.01272827,0.13774584999999986,NA,NA,NA,NA
BPC-157,tolerance,stan model,0.016547199999999998,0.002325189,0.07641512999999994,NA,NA,NA,NA
Bright lights in morning / Dawn simulator,addiction,stan model,3.060685e-4,5.532433999999999e-6,0.004330238499999999,NA,NA,NA,NA
Bright lights in morning / Dawn simulator,long_term_side_effects,stan model,0.011547499999999999,0.004389547000000001,0.025000714999999975,NA,NA,NA,NA
Bright lights in morning / Dawn simulator,other,stan model,0.026514749999999997,0.013661264999999999,0.045824214999999995,NA,NA,NA,NA
Bright lights in morning / Dawn simulator,side_effects,stan model,0.014426499999999998,0.0057352309999999995,0.029393569999999994,NA,NA,NA,NA
Bright lights in morning / Dawn simulator,tolerance,stan model,0.03212134999999999,0.01691898,0.054509019999999984,NA,NA,NA,NA
Bromantane,addiction,stan model,6.48014e-4,6.4103145e-6,0.01621175499999999,NA,NA,NA,NA
Bromantane,long_term_side_effects,stan model,0.03647594999999999,0.01164458,0.09689347999999999,NA,NA,NA,NA
Bromantane,other,stan model,0.03465655,0.013007075,0.08204742499999995,NA,NA,NA,NA
Bromantane,side_effects,stan model,0.1236415,0.055534705,0.23597234999999991,NA,NA,NA,NA
Bromantane,tolerance,stan model,0.0119872,0.0019981945,0.05093328499999998,NA,NA,NA,NA
"Bupropion (Wellbutrin, Zyban...)",addiction,stan model,0.004061475,4.1674325000000005e-4,0.017470074999999995,NA,NA,NA,NA
"Bupropion (Wellbutrin, Zyban...)",long_term_side_effects,stan model,0.10311999999999999,0.06702793,0.14890864999999995,NA,NA,NA,NA
"Bupropion (Wellbutrin, Zyban...)",other,stan model,0.0659441,0.04003257,0.10183354999999998,NA,NA,NA,NA
"Bupropion (Wellbutrin, Zyban...)",side_effects,stan model,0.38162149999999995,0.31200315,0.45666979999999996,NA,NA,NA,NA
"Bupropion (Wellbutrin, Zyban...)",tolerance,stan model,0.050808049999999993,0.027014145,0.085862045,NA,NA,NA,NA
Caffeine,addiction,stan model,0.141834,0.12347309999999999,0.16154955000000001,NA,NA,NA,NA
Caffeine,long_term_side_effects,stan model,0.1285735,0.1112985,0.1473082,NA,NA,NA,NA
Caffeine,other,stan model,0.027634099999999998,0.019980374999999998,0.036964565,NA,NA,NA,NA
Caffeine,side_effects,stan model,0.10292649999999999,0.087367605,0.11991299999999999,NA,NA,NA,NA
Caffeine,tolerance,stan model,0.308581,0.28375894999999995,0.33489004999999994,NA,NA,NA,NA
Carnitine / Acetyl-L-Carnitine (ALCAR),addiction,stan model,3.8788500000000003e-4,5.318492000000001e-6,0.0062224304999999895,NA,NA,NA,NA
Carnitine / Acetyl-L-Carnitine (ALCAR),long_term_side_effects,stan model,0.02608,0.011189245,0.052786669999999994,NA,NA,NA,NA
Carnitine / Acetyl-L-Carnitine (ALCAR),other,stan model,0.027021,0.012789185,0.05006901499999999,NA,NA,NA,NA
Carnitine / Acetyl-L-Carnitine (ALCAR),side_effects,stan model,0.0935919,0.057496465,0.14180479999999998,NA,NA,NA,NA
Carnitine / Acetyl-L-Carnitine (ALCAR),tolerance,stan model,0.03576985,0.016000649999999998,0.06790142499999999,NA,NA,NA,NA
Carnivore diet,addiction,stan model,5.38816e-4,7.5844195e-6,0.00908960799999999,NA,NA,NA,NA
Carnivore diet,long_term_side_effects,stan model,0.03531145,0.01318894,0.07935010499999999,NA,NA,NA,NA
Carnivore diet,other,stan model,0.04251755,0.019313550000000002,0.08526999,NA,NA,NA,NA
Carnivore diet,side_effects,stan model,0.161255,0.094627985,0.2490489999999999,NA,NA,NA,NA
Carnivore diet,tolerance,stan model,0.0291439,0.0089971185,0.07467166999999997,NA,NA,NA,NA
CBD,addiction,stan model,0.00765302,0.0023167220000000002,0.018247414999999993,NA,NA,NA,NA
CBD,long_term_side_effects,stan model,0.023284100000000002,0.012790975000000001,0.038319305,NA,NA,NA,NA
CBD,other,stan model,0.06445895,0.04527963,0.08845394499999996,NA,NA,NA,NA
CBD,side_effects,stan model,0.06363625,0.04287476,0.08912804499999999,NA,NA,NA,NA
CBD,tolerance,stan model,0.03308895,0.019228969999999998,0.051931114999999986,NA,NA,NA,NA
Cerebrolysin,addiction,stan model,9.494760000000001e-4,8.506312999999999e-6,0.05297441999999984,NA,NA,NA,NA
Cerebrolysin,long_term_side_effects,stan model,0.03403539999999999,0.007790928000000001,0.12889259999999997,NA,NA,NA,NA
Cerebrolysin,other,stan model,0.03285489999999999,0.010862910000000002,0.09305236999999997,NA,NA,NA,NA
Cerebrolysin,side_effects,stan model,0.06536135,0.01622446,0.21575654999999985,NA,NA,NA,NA
Cerebrolysin,tolerance,stan model,0.02035945,0.0024102395,0.11510894999999992,NA,NA,NA,NA
Choline,addiction,stan model,3.6549300000000005e-4,4.773333000000001e-6,0.005761414499999992,NA,NA,NA,NA
Choline,long_term_side_effects,stan model,0.0505042,0.027298344999999995,0.08306064999999996,NA,NA,NA,NA
Choline,other,stan model,0.0200603,0.008666484,0.03868977,NA,NA,NA,NA
Choline,side_effects,stan model,0.1251535,0.08612481999999999,0.17445989999999997,NA,NA,NA,NA
Choline,tolerance,stan model,0.009354465,0.0024884775,0.024987214999999997,NA,NA,NA,NA
Cold shower / Ice bath,addiction,stan model,3.9357300000000003e-4,5.108935000000001e-6,0.006015427999999984,NA,NA,NA,NA
Cold shower / Ice bath,long_term_side_effects,stan model,0.0257994,0.011215015,0.05142020999999999,NA,NA,NA,NA
Cold shower / Ice bath,other,stan model,0.07649205,0.046952034999999996,0.1168771,NA,NA,NA,NA
Cold shower / Ice bath,side_effects,stan model,0.03661425,0.01696662,0.069225785,NA,NA,NA,NA
Cold shower / Ice bath,tolerance,stan model,0.0155127,0.005244729,0.03714816499999999,NA,NA,NA,NA
Coluracetam,addiction,stan model,6.61587e-4,7.2184015e-6,0.018473139999999968,NA,NA,NA,NA
Coluracetam,long_term_side_effects,stan model,0.02404485,0.006338991500000001,0.07149615499999999,NA,NA,NA,NA
Coluracetam,other,stan model,0.04937015,0.01955323,0.11216694999999992,NA,NA,NA,NA
Coluracetam,side_effects,stan model,0.036875899999999996,0.010967205,0.10279274999999996,NA,NA,NA,NA
Coluracetam,tolerance,stan model,0.013187599999999999,0.0020473565000000003,0.05404756499999999,NA,NA,NA,NA
Cordyceps,addiction,stan model,5.05731e-4,6.1800510000000005e-6,0.008722612999999997,NA,NA,NA,NA
Cordyceps,long_term_side_effects,stan model,0.03905805,0.016114815,0.08038736999999997,NA,NA,NA,NA
Cordyceps,other,stan model,0.045024449999999994,0.02194059,0.08431890499999996,NA,NA,NA,NA
Cordyceps,side_effects,stan model,0.07039604999999999,0.033760985,0.12778269999999994,NA,NA,NA,NA
Cordyceps,tolerance,stan model,0.015324299999999999,0.0037559700000000004,0.04558170999999995,NA,NA,NA,NA
Creatine,addiction,stan model,2.50882e-4,4.5954175e-6,0.0029615189999999993,NA,NA,NA,NA
Creatine,long_term_side_effects,stan model,0.0278076,0.016157404999999996,0.044352235000000004,NA,NA,NA,NA
Creatine,other,stan model,0.018444,0.009986971,0.031262354999999985,NA,NA,NA,NA
Creatine,side_effects,stan model,0.08116979999999999,0.058510565,0.10859914999999999,NA,NA,NA,NA
Creatine,tolerance,stan model,0.0099776,0.003960032499999999,0.020392974999999994,NA,NA,NA,NA
Curcumin,addiction,stan model,0.00458448,4.883753500000001e-4,0.021126134999999997,NA,NA,NA,NA
Curcumin,long_term_side_effects,stan model,0.0162582,0.0056973150000000005,0.038022539999999994,NA,NA,NA,NA
Curcumin,other,stan model,0.023111649999999997,0.01028572,0.045611729999999996,NA,NA,NA,NA
Curcumin,side_effects,stan model,0.0470314,0.023961114999999998,0.08269344499999999,NA,NA,NA,NA
Curcumin,tolerance,stan model,0.01119715,0.0029962035,0.030209034999999957,NA,NA,NA,NA
Dextroamphetamine (Dexedrine),addiction,stan model,0.22255799999999998,0.15470535000000002,0.30439135000000006,NA,NA,NA,NA
Dextroamphetamine (Dexedrine),long_term_side_effects,stan model,0.11362399999999999,0.06903988500000001,0.1721902,NA,NA,NA,NA
Dextroamphetamine (Dexedrine),other,stan model,0.02099825,0.008480201,0.04351387499999998,NA,NA,NA,NA
Dextroamphetamine (Dexedrine),side_effects,stan model,0.15228999999999998,0.09867044,0.21952409999999994,NA,NA,NA,NA
Dextroamphetamine (Dexedrine),tolerance,stan model,0.1279075,0.07830805,0.18924069999999993,NA,NA,NA,NA
Dihexa,addiction,stan model,0.0010299800000000002,7.738885e-6,0.07218673499999978,NA,NA,NA,NA
Dihexa,long_term_side_effects,stan model,0.03834219999999999,0.008809631,0.15396495,NA,NA,NA,NA
Dihexa,other,stan model,0.03408314999999999,0.010219755,0.09930323499999989,NA,NA,NA,NA
Dihexa,side_effects,stan model,0.07705505,0.018256325,0.2654796499999996,NA,NA,NA,NA
Dihexa,tolerance,stan model,0.02227585,0.0028862095,0.14953289999999994,NA,NA,NA,NA
DMAE,addiction,stan model,6.844855e-4,7.172399e-6,0.017833439999999992,NA,NA,NA,NA
DMAE,long_term_side_effects,stan model,0.03879385,0.011356245,0.10625889999999996,NA,NA,NA,NA
DMAE,other,stan model,0.02547855,0.008636325,0.06700403999999999,NA,NA,NA,NA
DMAE,side_effects,stan model,0.144249,0.06402237,0.2743206999999999,NA,NA,NA,NA
DMAE,tolerance,stan model,0.01307655,0.0020254965,0.057582249999999995,NA,NA,NA,NA
DMHA,addiction,stan model,0.0475415,0.0029704915000000006,0.28634689999999985,NA,NA,NA,NA
DMHA,long_term_side_effects,stan model,0.03178995,0.007676915,0.11500069999999998,NA,NA,NA,NA
DMHA,other,stan model,0.031487249999999994,0.01016705,0.08810341999999997,NA,NA,NA,NA
DMHA,side_effects,stan model,0.1011765,0.03080642,0.26700199999999996,NA,NA,NA,NA
DMHA,tolerance,stan model,0.01749825,0.0025220995,0.09950140499999996,NA,NA,NA,NA
Donepezil,addiction,stan model,0.0010033350000000002,9.659645999999999e-6,0.0499601099999998,NA,NA,NA,NA
Donepezil,long_term_side_effects,stan model,0.03698155,0.008631433500000002,0.1353811499999999,NA,NA,NA,NA
Donepezil,other,stan model,0.033048999999999995,0.010451535000000001,0.09629433499999977,NA,NA,NA,NA
Donepezil,side_effects,stan model,0.06984865,0.017759010000000002,0.2347845999999998,NA,NA,NA,NA
Donepezil,tolerance,stan model,0.0213421,0.0026903565000000003,0.13471474999999988,NA,NA,NA,NA
Emoxypine,addiction,stan model,8.136720000000001e-4,6.972760500000001e-6,0.027837554999999927,NA,NA,NA,NA
Emoxypine,long_term_side_effects,stan model,0.028817549999999997,0.007243217000000001,0.09418346499999997,NA,NA,NA,NA
Emoxypine,other,stan model,0.02832835,0.009652107,0.07719789499999999,NA,NA,NA,NA
Emoxypine,side_effects,stan model,0.11851899999999999,0.041104444999999996,0.2769143999999999,NA,NA,NA,NA
Emoxypine,tolerance,stan model,0.01623465,0.0022948465000000003,0.07847659499999986,NA,NA,NA,NA
Etifoxine,addiction,stan model,0.00100929,8.096514500000003e-6,0.05348105499999997,NA,NA,NA,NA
Etifoxine,long_term_side_effects,stan model,0.0368781,0.008530937,0.14050354999999998,NA,NA,NA,NA
Etifoxine,other,stan model,0.03342244999999999,0.010919065000000002,0.09620332999999999,NA,NA,NA,NA
Etifoxine,side_effects,stan model,0.0731859,0.017938970000000002,0.24398489999999978,NA,NA,NA,NA
Etifoxine,tolerance,stan model,0.021822349999999997,0.0029518720000000003,0.13583834999999972,NA,NA,NA,NA
Fasoracetam,addiction,stan model,6.86872e-4,6.841256500000001e-6,0.015325059999999996,NA,NA,NA,NA
Fasoracetam,long_term_side_effects,stan model,0.054005199999999996,0.01871717,0.1292041499999999,NA,NA,NA,NA
Fasoracetam,other,stan model,0.0245779,0.0086829625,0.061267789999999975,NA,NA,NA,NA
Fasoracetam,side_effects,stan model,0.05205355,0.01821841,0.12665679999999996,NA,NA,NA,NA
Fasoracetam,tolerance,stan model,0.0489572,0.013190190000000001,0.13363514999999998,NA,NA,NA,NA
"Fermented drinks (Kefir, Kombucha...)",addiction,stan model,0.004081655,3.888453e-4,0.017608814999999996,NA,NA,NA,NA
"Fermented drinks (Kefir, Kombucha...)",long_term_side_effects,stan model,0.0410347,0.021823335,0.07117161999999998,NA,NA,NA,NA
"Fermented drinks (Kefir, Kombucha...)",other,stan model,0.02120865,0.009909167,0.04016555499999999,NA,NA,NA,NA
"Fermented drinks (Kefir, Kombucha...)",side_effects,stan model,0.047291299999999994,0.025223705,0.07980704499999998,NA,NA,NA,NA
"Fermented drinks (Kefir, Kombucha...)",tolerance,stan model,0.005772745,0.0011778825,0.01915934999999999,NA,NA,NA,NA
GABA,addiction,stan model,5.097135000000001e-4,5.725152000000001e-6,0.010323569999999997,NA,NA,NA,NA
GABA,long_term_side_effects,stan model,0.0444867,0.017767345,0.09454821499999996,NA,NA,NA,NA
GABA,other,stan model,0.0409197,0.018371735,0.08421036499999998,NA,NA,NA,NA
GABA,side_effects,stan model,0.05572025,0.02329714,0.11187509999999999,NA,NA,NA,NA
GABA,tolerance,stan model,0.01678605,0.0044048965,0.049293859999999974,NA,NA,NA,NA
Ginkgo Biloba,addiction,stan model,4.0018300000000003e-4,5.7408245000000005e-6,0.0069143515,NA,NA,NA,NA
Ginkgo Biloba,long_term_side_effects,stan model,0.02757755,0.01209577,0.05455323499999999,NA,NA,NA,NA
Ginkgo Biloba,other,stan model,0.0186524,0.0075047840000000005,0.03894844499999999,NA,NA,NA,NA
Ginkgo Biloba,side_effects,stan model,0.06132285,0.03442906,0.09996214999999997,NA,NA,NA,NA
Ginkgo Biloba,tolerance,stan model,0.010884999999999999,0.0026914465,0.029832744999999973,NA,NA,NA,NA
Ginseng,addiction,stan model,3.4076600000000005e-4,5.092155e-6,0.005106807999999995,NA,NA,NA,NA
Ginseng,long_term_side_effects,stan model,0.030825400000000003,0.015643954999999998,0.05428036499999999,NA,NA,NA,NA
Ginseng,other,stan model,0.0156017,0.0066016370000000005,0.031791314999999994,NA,NA,NA,NA
Ginseng,side_effects,stan model,0.04073979999999999,0.02194945,0.069029705,NA,NA,NA,NA
Ginseng,tolerance,stan model,0.033627449999999996,0.016495455,0.0604472,NA,NA,NA,NA
Glycine,addiction,stan model,4.86159e-4,6.488777e-6,0.010554784999999994,NA,NA,NA,NA
Glycine,long_term_side_effects,stan model,0.044427999999999995,0.017894329999999996,0.09015582999999995,NA,NA,NA,NA
Glycine,other,stan model,0.01933365,0.006783288000000001,0.045177789999999995,NA,NA,NA,NA
Glycine,side_effects,stan model,0.03270265,0.011559035,0.07371449,NA,NA,NA,NA
Glycine,tolerance,stan model,0.016864249999999997,0.004326944500000001,0.05081272999999997,NA,NA,NA,NA
Guanfacine,addiction,stan model,7.645760000000001e-4,7.805514500000001e-6,0.025995744999999973,NA,NA,NA,NA
Guanfacine,long_term_side_effects,stan model,0.028620899999999998,0.007860279500000001,0.09231199999999995,NA,NA,NA,NA
Guanfacine,other,stan model,0.02903865,0.010063785,0.07496703999999998,NA,NA,NA,NA
Guanfacine,side_effects,stan model,0.2822135,0.13135185,0.5035315499999997,NA,NA,NA,NA
Guanfacine,tolerance,stan model,0.0160042,0.002380408,0.07514794999999998,NA,NA,NA,NA
"High intensity cardio (HIIT, soccer...)",addiction,stan model,3.266435e-4,5.8247109999999996e-6,0.0046324559999999975,NA,NA,NA,NA
"High intensity cardio (HIIT, soccer...)",long_term_side_effects,stan model,0.021073849999999998,0.009176918499999999,0.04128675999999999,NA,NA,NA,NA
"High intensity cardio (HIIT, soccer...)",other,stan model,0.052517049999999996,0.03093203,0.084076055,NA,NA,NA,NA
"High intensity cardio (HIIT, soccer...)",side_effects,stan model,0.0344087,0.01740887,0.06118821999999999,NA,NA,NA,NA
"High intensity cardio (HIIT, soccer...)",tolerance,stan model,0.0127406,0.004178117,0.029000529999999976,NA,NA,NA,NA
Huperzine-A,addiction,stan model,6.350724999999999e-4,6.585366999999999e-6,0.017804714999999978,NA,NA,NA,NA
Huperzine-A,long_term_side_effects,stan model,0.02271245,0.0059770435,0.06807046999999992,NA,NA,NA,NA
Huperzine-A,other,stan model,0.0248745,0.0084891735,0.06231384999999999,NA,NA,NA,NA
Huperzine-A,side_effects,stan model,0.05282375,0.01841159,0.12816109999999997,NA,NA,NA,NA
Huperzine-A,tolerance,stan model,0.02865185,0.006628268000000001,0.08980359999999994,NA,NA,NA,NA
IDRA-21,addiction,stan model,9.646995e-4,9.088237500000001e-6,0.042582809999999895,NA,NA,NA,NA
IDRA-21,long_term_side_effects,stan model,0.03523485,0.007665045500000001,0.12586479999999997,NA,NA,NA,NA
IDRA-21,other,stan model,0.03250889999999999,0.010388089999999999,0.09149607999999992,NA,NA,NA,NA
IDRA-21,side_effects,stan model,0.122598,0.035166739999999995,0.3270073499999999,NA,NA,NA,NA
IDRA-21,tolerance,stan model,0.0199154,0.0027992585000000004,0.11227209999999994,NA,NA,NA,NA
Inositol,addiction,stan model,5.19542e-4,5.3578964999999996e-6,0.010710609999999995,NA,NA,NA,NA
Inositol,long_term_side_effects,stan model,0.04586835,0.01823398,0.09710542499999997,NA,NA,NA,NA
Inositol,other,stan model,0.02593165,0.010294399999999999,0.05840123999999998,NA,NA,NA,NA
Inositol,side_effects,stan model,0.056765449999999995,0.024579300000000002,0.11264089999999997,NA,NA,NA,NA
Inositol,tolerance,stan model,0.008784150000000001,0.001599102,0.032138059999999996,NA,NA,NA,NA
Intermittent fasting,addiction,stan model,3.100895e-4,5.409155500000001e-6,0.0039011049999999993,NA,NA,NA,NA
Intermittent fasting,long_term_side_effects,stan model,0.02904445,0.015509185000000002,0.05002339,NA,NA,NA,NA
Intermittent fasting,other,stan model,0.07546195,0.051504345,0.10616384999999999,NA,NA,NA,NA
Intermittent fasting,side_effects,stan model,0.062275449999999996,0.039047525,0.0924826,NA,NA,NA,NA
Intermittent fasting,tolerance,stan model,0.010764099999999999,0.0037875315,0.024659154999999995,NA,NA,NA,NA
Kanna (except Zembrin),addiction,stan model,7.49149e-4,9.1005225e-6,0.019704109999999966,NA,NA,NA,NA
Kanna (except Zembrin),long_term_side_effects,stan model,0.06310299999999999,0.02106491,0.1579641,NA,NA,NA,NA
Kanna (except Zembrin),other,stan model,0.0379742,0.013922985,0.09034466,NA,NA,NA,NA
Kanna (except Zembrin),side_effects,stan model,0.03953425,0.011960010000000002,0.10715345,NA,NA,NA,NA
Kanna (except Zembrin),tolerance,stan model,0.06106365,0.01640248,0.16807944999999996,NA,NA,NA,NA
Kava,addiction,stan model,4.15855e-4,6.140196000000001e-6,0.007729082999999996,NA,NA,NA,NA
Kava,long_term_side_effects,stan model,0.0240839,0.0091715485,0.053423524999999986,NA,NA,NA,NA
Kava,other,stan model,0.0653555,0.037561250000000004,0.10603399999999995,NA,NA,NA,NA
Kava,side_effects,stan model,0.05380035,0.026831859999999996,0.09636679,NA,NA,NA,NA
Kava,tolerance,stan model,0.0437637,0.019459154999999995,0.08335962999999998,NA,NA,NA,NA
Ketogenic diet,addiction,stan model,0.003144725,2.933625e-4,0.01354528499999999,NA,NA,NA,NA
Ketogenic diet,long_term_side_effects,stan model,0.049743449999999995,0.029051345000000003,0.07902281499999998,NA,NA,NA,NA
Ketogenic diet,other,stan model,0.1205665,0.086411215,0.16259405,NA,NA,NA,NA
Ketogenic diet,side_effects,stan model,0.144096,0.1057062,0.18882239999999997,NA,NA,NA,NA
Ketogenic diet,tolerance,stan model,0.0116292,0.004119792000000001,0.026980984999999996,NA,NA,NA,NA
