userID,itemID,rating,issue,time
10359991,Adrafinil,5,None / Unsure,1638236574.9738696
10359991,Agmatine,5,None / Unsure,1638236574.9738696
10359991,Ginkgo Biloba,1,None / Unsure,1638236574.9738696
10359991,Pregenolone,1,None / Unsure,1638236574.9738696
10359991,Niacin,3,None / Unsure,1638236574.9738696
10359991,Theanine,3,None / Unsure,1638236574.9738696
10359991,Ashwagandha,4,None / Unsure,1638236574.9738696
10359991,Tyrosine,6,None / Unsure,1638236574.9738696
10359991,Phenibut,7,None / Unsure,1638236574.9738696
10359991,Valerian Root,5,None / Unsure,1638236574.9738696
10359991,Choline,3,None / Unsure,1638236574.9738696
10359991,Ginseng,1,None / Unsure,1638236574.9738696
10359991,CBD,3,None / Unsure,1638236574.9738696
10359991,Theacrine (aka Teacrine),6,None / Unsure,1638236574.9738696
10359991,Magnesium,5,None / Unsure,1638236574.9738696
10359991,Trying to get more sleep,5,None / Unsure,1638236574.9738696
10359991,Nicotine,6,None / Unsure,1638236574.9738696
10359991,Creatine,1,None / Unsure,1638236574.9738696
10359991,Adderall,9,Developed tolerance,1638236574.9738696
10359991,Kratom,10,None / Unsure,1638236574.9738696
10359991,Omega-3 Supplements,3,None / Unsure,1638236574.9738696
10359991,Melatonin,6,None / Unsure,1638236574.9738696
10359991,"SSRIs (Prozac, Lexapro...)",6,Persistent side effects,1638236574.9738696
10374536,Phosphatidylserine,7,None / Unsure,1638222975.85753
10374536,Piracetam,6,None / Unsure,1638222975.85753
10374536,Theanine,7,None / Unsure,1638222975.85753
10374536,"7,8-dihydroxyflavone",4,None / Unsure,1638222975.85753
10374536,Alpha-GPC,8,None / Unsure,1638222975.85753
10374536,Glycine,9,None / Unsure,1638222975.85753
10374536,Creatine,9,None / Unsure,1638222975.85753
10374536,Berberine,0,None / Unsure,1638222975.85753
10374536,Trying to get more sleep,9,None / Unsure,1638222975.85753
10374536,Tyrosine,6,None / Unsure,1638222975.85753
10374536,Bright lights in morning / Dawn simulator,10,None / Unsure,1638222975.85753
10374536,Lemon balm,6,None / Unsure,1638222975.85753
10374536,Cordyceps,5,Had to stop because of side effects,1638222975.85753
10374536,Caffeine,7,None / Unsure,1638222975.85753
10374536,Omega-3 Supplements,7,None / Unsure,1638222975.85753
10374536,Black Seed Oil (Nigella sativa),8,None / Unsure,1638222975.85753
10374536,Curcumin,9,None / Unsure,1638222975.85753
10374536,N-acetyl Cysteine (NAC),5,None / Unsure,1638222975.85753
10374536,Melatonin,9,None / Unsure,1638222975.85753
10374536,Nicotine,8,None / Unsure,1638222975.85753
10374536,Phenibut,3,None / Unsure,1638222975.85753
10374536,PRL-8-53,5,None / Unsure,1638222975.85753
10374536,Fasoracetam,9,None / Unsure,1638222975.85753
10374536,Noopept,9,None / Unsure,1638222975.85753
10374536,Ashwagandha,4,Developed tolerance,1638222975.85753
10374536,Bacopa,7,None / Unsure,1638222975.85753
10374536,Magnesium,8,None / Unsure,1638222975.85753
10374536,Carnitine / Acetyl-L-Carnitine (ALCAR),7,None / Unsure,1638222975.85753
10374536,GABA,5,None / Unsure,1638222975.85753
10374536,Agmatine,6,Developed tolerance,1638222975.85753
10419759,Piracetam,5,None / Unsure,1638278039.326301
10419759,Adrafinil,6,None / Unsure,1638278039.326301
10419759,Kratom,6,None / Unsure,1638278039.326301
10419759,Phenibut,6,None / Unsure,1638278039.326301
10419759,"Fermented drinks (Kefir, Kombucha...)",4,None / Unsure,1638278039.326301
10419759,Nicotine,5,None / Unsure,1638278039.326301
10419759,Noopept,3,None / Unsure,1638278039.326301
10419759,Alpha-GPC,5,None / Unsure,1638278039.326301
10419759,Aniracetam,5,None / Unsure,1638278039.326301
10419759,Ginkgo Biloba,4,None / Unsure,1638278039.326301
10419759,Ginseng,4,None / Unsure,1638278039.326301
10419759,Modafinil,6,None / Unsure,1638278039.326301
10419759,Choline,5,None / Unsure,1638278039.326301
10419759,Theanine,5,None / Unsure,1638278039.326301
10419759,Magnesium,5,None / Unsure,1638278039.326301
10419759,Adderall,7,Had to stop because of side effects,1638278039.326301
10419759,Caffeine,6,None / Unsure,1638278039.326301
10459932,Melatonin,7,None / Unsure,1638476149.5145552
10459932,Caffeine,7,Persistent side effects,1638476149.5145552
10459932,Trying to get more sleep,8,None / Unsure,1638476149.5145552
10481053,Caffeine,9,None / Unsure,1638263508.2422812
10481053,5-HTP,6,Other issues,1638263508.2422812
10481053,Nicotine,1,Developed addiction,1638263508.2422812
10481053,Ashwagandha,7,Had to stop because of side effects,1638263508.2422812
10481053,Creatine,10,None / Unsure,1638263508.2422812
10481053,Vegetarian diet,10,None / Unsure,1638263508.2422812
10481053,Bacopa,7,None / Unsure,1638263508.2422812
10495598,Theanine,6,None / Unsure,1638251328.9960747
10495598,5-HTP,10,None / Unsure,1638251328.9960747
10495598,Ashwagandha,10,None / Unsure,1638251328.9960747
10518152,Trying to get less sleep,0,None / Unsure,1638225413.696712
10518152,Vegetarian diet,10,None / Unsure,1638225413.696712
10518152,Trying to get more sleep,10,None / Unsure,1638225413.696712
10518152,Inositol,2,None / Unsure,1638225413.696712
10518152,Rhodiola,0,None / Unsure,1638225413.696712
10518152,Omega-3 Supplements,1,None / Unsure,1638225413.696712
10518152,Theanine,0,None / Unsure,1638225413.696712
10518152,Black Seed Oil (Nigella sativa),5,None / Unsure,1638225413.696712
10518152,Saffron,4,None / Unsure,1638225413.696712
10518152,N-acetyl Cysteine (NAC),1,None / Unsure,1638225413.696712
10518152,Kava,4,None / Unsure,1638225413.696712
10518152,Niacin,0,Had to stop because of side effects,1638225413.696712
10518152,Ginseng,2,None / Unsure,1638225413.696712
10518152,Bright lights in morning / Dawn simulator,8,None / Unsure,1638225413.696712
10518152,Caffeine,7,None / Unsure,1638225413.696712
10518152,Magnesium,9,None / Unsure,1638225413.696712
10518152,Lemon balm,1,None / Unsure,1638225413.696712
10518152,Melatonin,6,None / Unsure,1638225413.696712
10518152,Methylene blue,0,None / Unsure,1638225413.696712
10623076,Kratom,7,Other issues,1638329453.6191926
10623076,LSD (microdose),10,None / Unsure,1638329453.6191926
10623076,Caffeine,6,Had to stop because of side effects,1638329453.6191926
10623076,Methylphenidate (Ritalin),8,Other issues,1638329453.6191926
10663758,Caffeine,9,None / Unsure,1638434458.4016876
10663758,Theanine,7,None / Unsure,1638434458.4016876
10663758,Trying to get more sleep,10,None / Unsure,1638434458.4016876
10663758,No Fap (or otherwise avoiding masturbation),5,None / Unsure,1638434458.4016876
10663758,Ginkgo Biloba,3,None / Unsure,1638434458.4016876
10663758,Omega-3 Supplements,2,None / Unsure,1638434458.4016876
10663758,"High intensity cardio (HIIT, soccer...)",10,None / Unsure,1638434458.4016876
10663758,Ashwagandha,9,None / Unsure,1638434458.4016876
10885900,Caffeine,6,['Developed tolerance'],1642303524.6000042
10885900,Vegetarian diet,4,[],1642303524.6000042
10885900,Weightlifting,7,[],1642303524.6000042
10885900,Intermittent fasting,3,[],1642303524.6000042
10885900,Ginseng,2,[],1642303524.6000042
10985811,"SSRIs (Prozac, Lexapro...)",0,"['Persistent side effects', 'Had to stop because of side effects']",1642295676.6880744
10985811,"Bupropion (Wellbutrin, Zyban...)",7,[],1642295676.6880744
10985811,Caffeine,7,[],1642295676.6880744
10985811,Modafinil,7,[],1642295676.6880744
10985811,Weightlifting,7,[],1642295676.6880744
10985811,Methylphenidate (Ritalin),8,[],1642295676.6880744
11026440,Omega-3 Supplements,0,None / Unsure,1638290754.7244687
11026440,St John's Wort,0,None / Unsure,1638290754.7244687
11026440,Alpha-GPC,0,None / Unsure,1638290754.7244687
11026440,Ginkgo Biloba,0,None / Unsure,1638290754.7244687
11026440,Carnitine / Acetyl-L-Carnitine (ALCAR),0,None / Unsure,1638290754.7244687
11026440,"Fermented drinks (Kefir, Kombucha...)",0,None / Unsure,1638290754.7244687
11026440,Alprazolam (Xanax),0,None / Unsure,1638290754.7244687
11026440,Bright lights in morning / Dawn simulator,0,None / Unsure,1638290754.7244687
11026440,SAM-e,0,None / Unsure,1638290754.7244687
11026440,Caffeine,0,None / Unsure,1638290754.7244687
11026440,Carnivore diet,0,None / Unsure,1638290754.7244687
11026440,Melatonin,0,None / Unsure,1638290754.7244687
11026440,N-Acetyl-L-Tyrosine,0,None / Unsure,1638290754.7244687
11026440,Piracetam,0,None / Unsure,1638290754.7244687
11026440,Lion's Mane,0,None / Unsure,1638290754.7244687
11026440,Maca,0,None / Unsure,1638290754.7244687
11026440,LSD (microdose),0,None / Unsure,1638290754.7244687
11026440,Choline,0,None / Unsure,1638290754.7244687
11026440,9-MBC,0,None / Unsure,1638290754.7244687
11026440,Niacin,0,None / Unsure,1638290754.7244687
11026440,Trying to get more sleep,0,None / Unsure,1638290754.7244687
11026440,Ketogenic diet,0,None / Unsure,1638290754.7244687
11026440,5-HTP,0,None / Unsure,1638290754.7244687
11026440,Phenylpiracetam,0,None / Unsure,1638290754.7244687
11026440,Tyrosine,0,None / Unsure,1638290754.7244687
11026440,Semax (or NA-Semax etc),0,None / Unsure,1638290754.7244687
11026440,Carnitine / Acetyl-L-Carnitine (ALCAR),0,None / Unsure,1638290754.7244687
11026440,Ginseng,0,None / Unsure,1638290754.7244687
11026440,Phenibut,0,None / Unsure,1638290754.7244687
11026440,Creatine,0,None / Unsure,1638290754.7244687
11026440,Nicotine,0,None / Unsure,1638290754.7244687
11026440,No Fap (or otherwise avoiding masturbation),0,None / Unsure,1638290754.7244687
11026440,Oxiracetam,0,None / Unsure,1638290754.7244687
11026440,Trying to get less sleep,0,None / Unsure,1638290754.7244687
11026440,Psilocybin (microdose),0,None / Unsure,1638290754.7244687
11089131,Omega-3 Supplements,3,None / Unsure,1638247897.521677
11089131,Ketogenic diet,5,Had to stop because of side effects,1638247897.521677
11089131,Theanine,4,None / Unsure,1638247897.521677
11089131,Trying to get more sleep,10,None / Unsure,1638247897.521677
11089131,5-HTP,3,None / Unsure,1638247897.521677
11089131,CBD,4,None / Unsure,1638247897.521677
11089131,Nicotine,6,Had to stop because of side effects,1638247897.521677
11089131,Caffeine,6,Other issues,1638247897.521677
11089131,"Fermented drinks (Kefir, Kombucha...)",1,None / Unsure,1638247897.521677
11119290,LSD (microdose),5,None / Unsure,1638235575.0145469
11119290,Bright lights in morning / Dawn simulator,6,None / Unsure,1638235575.0145469
11119290,Trying to get more sleep,6,Other issues,1638235575.0145469
11119290,Phenylpiracetam,8,None / Unsure,1638235575.0145469
11119290,Noopept,5,None / Unsure,1638235575.0145469
11119290,Carnivore diet,4,None / Unsure,1638235575.0145469
11119290,Choline,2,None / Unsure,1638235575.0145469
11119290,Creatine,3,None / Unsure,1638235575.0145469
11119290,Alpha-GPC,4,None / Unsure,1638235575.0145469
11119290,"Fermented drinks (Kefir, Kombucha...)",1,None / Unsure,1638235575.0145469
11119290,Glycine,1,None / Unsure,1638235575.0145469
11119290,CBD,3,None / Unsure,1638235575.0145469
11119290,Adderall,5,Had to stop because of side effects,1638235575.0145469
11119290,Caffeine,7,None / Unsure,1638235575.0145469
11119290,N-acetyl Cysteine (NAC),1,None / Unsure,1638235575.0145469
11119290,Omega-3 Supplements,3,None / Unsure,1638235575.0145469
11119290,Melatonin,0,None / Unsure,1638235575.0145469
11119290,Tryptophan,1,None / Unsure,1638235575.0145469
11119290,Nicotine,6,Had to stop because of side effects,1638235575.0145469
11119290,Magnesium,4,None / Unsure,1638235575.0145469
11230789,Caffeine,8,[],1642317813.604386
11230789,Magnesium,7,[],1642317813.604386
11230789,Melatonin,7,[],1642317813.604386
11230789,Ginseng,6,[],1642317813.604386
11230789,Trying to get more sleep,7,[],1642317813.604386
11230789,Vitamin D,8,[],1642317813.604386
11342521,Omega-3 Supplements,1,[],1642310007.9573524
11342521,Curcumin,0,[],1642310007.9573524
11342521,Ginseng,0,[],1642310007.9573524
11342521,Phenibut,2,[],1642310007.9573524
11342521,"Low intensity cardio (hiking, light jogging...)",3,[],1642310007.9573524
11342521,Magnesium,0,[],1642310007.9573524
11342521,Intermittent fasting,1,[],1642310007.9573524
11342521,Trying to get less sleep,4,[],1642310007.9573524
11342521,"High intensity cardio (HIIT, soccer...)",4,[],1642310007.9573524
11342521,Trying to get more sleep,6,[],1642310007.9573524
11342521,Caffeine,1,[],1642310007.9573524
11342521,Bright lights in morning / Dawn simulator,9,[],1642310007.9573524
11342521,Vitamin D,3,[],1642310007.9573524
11342521,Creatine,2,[],1642310007.9573524
11342521,LSD (microdose),0,[],1642310007.9573524
11342521,Melatonin,2,[],1642310007.9573524
11342521,Weightlifting,9,[],1642310007.9573524
11342521,Nicotine,1,[],1642310007.9573524
11342521,Meditation,6,[],1642310007.9573524
11342521,No Fap (or otherwise avoiding masturbation),10,[],1642310007.9573524
11471157,Ashwagandha,2,None / Unsure,1638301800.5104735
11471157,Creatine,2,None / Unsure,1638301800.5104735
11471157,No Fap (or otherwise avoiding masturbation),5,None / Unsure,1638301800.5104735
11471157,Omega-3 Supplements,1,None / Unsure,1638301800.5104735
11471157,Trying to get more sleep,5,None / Unsure,1638301800.5104735
11471157,Shilajit,5,None / Unsure,1638301800.5104735
11471157,Caffeine,7,None / Unsure,1638301800.5104735
11471157,Ginseng,2,None / Unsure,1638301800.5104735
11471157,Tyrosine,2,None / Unsure,1638301800.5104735
11471157,Lion's Mane,1,None / Unsure,1638301800.5104735
11471157,Nicotine,7,None / Unsure,1638301800.5104735
11471157,"Fermented drinks (Kefir, Kombucha...)",1,None / Unsure,1638301800.5104735
11471157,Bright lights in morning / Dawn simulator,4,None / Unsure,1638301800.5104735
11471157,Choline,2,None / Unsure,1638301800.5104735
11471157,Trying to get less sleep,4,None / Unsure,1638301800.5104735
11520967,Magnesium,0,None / Unsure,1638286192.4492316
11520967,Caffeine,0,None / Unsure,1638286192.4492316
11520967,Omega-3 Supplements,0,None / Unsure,1638286192.4492316
11520967,LSD (microdose),0,None / Unsure,1638286192.4492316
11520967,Theanine,0,None / Unsure,1638286192.4492316
11520967,Ashwagandha,0,None / Unsure,1638286192.4492316
11520967,5-HTP,0,None / Unsure,1638286192.4492316
11520967,Creatine,0,None / Unsure,1638286192.4492316
11520967,Nicotine,0,None / Unsure,1638286192.4492316
11520967,Trying to get more sleep,0,None / Unsure,1638286192.4492316
11574424,Trying to get more sleep,0,None / Unsure,1639625761.2663004
11574424,"Low intensity cardio (hiking, light jogging...)",7,None / Unsure,1639625761.2663004
11621031,Alprazolam (Xanax),4,None / Unsure,1638224598.965245
11621031,Melatonin,6,Developed tolerance,1638224598.965245
11621031,Vegan diet,10,None / Unsure,1638224598.965245
11621031,Bright lights in morning / Dawn simulator,5,None / Unsure,1638224598.965245
11621031,Nicotine,8,Developed addiction,1638224598.965245
11621031,"Fermented drinks (Kefir, Kombucha...)",2,None / Unsure,1638224598.965245
11621031,Trying to get more sleep,10,None / Unsure,1638224598.965245
11621031,Modafinil,10,None / Unsure,1638224598.965245
11621031,Caffeine,8,Developed addiction,1638224598.965245
11621031,Armodafinil,10,None / Unsure,1638224598.965245
11621031,Red reishi mushrooms,3,None / Unsure,1638224598.965245
11621031,Adderall,9,Had to stop because of side effects,1638224598.965245
11621031,Kratom,7,None / Unsure,1638224598.965245
11621031,Vegetarian diet,10,None / Unsure,1638224598.965245
11621031,Omega-3 Supplements,4,None / Unsure,1638224598.965245
11621031,Psilocybin (microdose),10,None / Unsure,1638224598.965245
11621031,Theanine,7,None / Unsure,1638224598.965245
11621031,Dextroamphetamine (Dexedrine),9,None / Unsure,1638224598.965245
11621031,CBD,4,None / Unsure,1638224598.965245
11621031,LSD (microdose),10,None / Unsure,1638224598.965245
11629779,Modafinil,8,None / Unsure,1638224564.873251
11629779,Caffeine,6,None / Unsure,1638224564.873251
11629779,Omega-3 Supplements,5,None / Unsure,1638224564.873251
11629779,Theanine,7,None / Unsure,1638224564.873251
11629779,Melatonin,1,None / Unsure,1638224564.873251
11629779,Piracetam,4,None / Unsure,1638224564.873251
11629779,Phenibut,4,None / Unsure,1638224564.873251
11629779,Adderall,8,None / Unsure,1638224564.873251
11629779,Nicotine,3,None / Unsure,1638224564.873251
11731695,Bright lights in morning / Dawn simulator,10,None / Unsure,1638226419.0898576
11731695,5-HTP,4,None / Unsure,1638226419.0898576
11731695,Lemon balm,3,None / Unsure,1638226419.0898576
11731695,Ginseng,8,None / Unsure,1638226419.0898576
11731695,St John's Wort,1,None / Unsure,1638226419.0898576
11731695,Valerian Root,6,None / Unsure,1638226419.0898576
11731695,Huperzine-A,6,None / Unsure,1638226419.0898576
11731695,Noopept,10,None / Unsure,1638226419.0898576
11731695,Bacopa,5,None / Unsure,1638226419.0898576
11731695,Inositol,6,None / Unsure,1638226419.0898576
11731695,Curcumin,5,None / Unsure,1638226419.0898576
11731695,Choline,5,None / Unsure,1638226419.0898576
11731695,Creatine,9,None / Unsure,1638226419.0898576
11731695,Glycine,5,None / Unsure,1638226419.0898576
11731695,Niacin,7,None / Unsure,1638226419.0898576
11731695,Theanine,5,None / Unsure,1638226419.0898576
11731695,Methylphenidate (Ritalin),10,Had to stop because of side effects,1638226419.0898576
11731695,Omega-3 Supplements,8,None / Unsure,1638226419.0898576
11731695,LSD (microdose),9,None / Unsure,1638226419.0898576
11731695,Selegiline (L-deprenyl),0,None / Unsure,1638226419.0898576
11731695,"Bupropion (Wellbutrin, Zyban...)",8,Had to stop because of side effects,1638226419.0898576
11731695,Alprazolam (Xanax),2,Persistent side effects,1638226419.0898576
11731695,Agmatine,5,None / Unsure,1638226419.0898576
11731695,Kratom,4,Had to stop because of side effects,1638226419.0898576
11731695,Alpha-GPC,7,Developed tolerance,1638226419.0898576
11731695,Trying to get more sleep,4,None / Unsure,1638226419.0898576
11731695,Picamilon,2,Other issues,1638226419.0898576
11731695,N-acetyl Cysteine (NAC),7,Persistent side effects,1638226419.0898576
11731695,Kava,3,Other issues,1638226419.0898576
11731695,MAOIs (except Selegiline),7,None / Unsure,1638226419.0898576
11731695,Maca,6,None / Unsure,1638226419.0898576
11731695,Trying to get less sleep,7,None / Unsure,1638226419.0898576
11731695,CBD,6,None / Unsure,1638226419.0898576
11731695,Melatonin,3,None / Unsure,1638226419.0898576
11731695,Carnitine / Acetyl-L-Carnitine (ALCAR),8,None / Unsure,1638226419.0898576
11731695,Magnesium,8,None / Unsure,1638226419.0898576
11731695,Rhodiola,5,None / Unsure,1638226419.0898576
11731695,Ginkgo Biloba,6,None / Unsure,1638226419.0898576
11731695,Caffeine,9,Developed addiction,1638226419.0898576
11731695,N-Acetyl-L-Tyrosine,5,None / Unsure,1638226419.0898576
11731695,No Fap (or otherwise avoiding masturbation),5,Other issues,1638226419.0898576
11731695,Adderall,7,Had to stop because of side effects,1638226419.0898576
11731695,"SSRIs (Prozac, Lexapro...)",0,None / Unsure,1638226419.0898576
11731695,Psilocybin (microdose),10,None / Unsure,1638226419.0898576
11731695,Sulbutiamine,10,None / Unsure,1638226419.0898576
11731695,Tryptophan,5,None / Unsure,1638226419.0898576
11731695,Nicotine,8,Developed addiction,1638226419.0898576
11731695,Adrafinil,4,Other issues,1638226419.0898576
1178197,CBD,0,Had to stop because of side effects,1638315515.43578
1178197,Melatonin,0,None / Unsure,1638315515.43578
1178197,Ketogenic diet,4,Had to stop because of side effects,1638315515.43578
1178197,Omega-3 Supplements,5,None / Unsure,1638315515.43578
1178197,"Low intensity cardio (hiking, light jogging...)",4,None / Unsure,1638315515.43578
1178197,Caffeine,7,None / Unsure,1638315515.43578
1184337,Weightlifting,10,Developed addiction,1638399954.903491
1184337,"High intensity cardio (HIIT, soccer...)",10,None / Unsure,1638399954.903491
1184337,Magnesium,10,None / Unsure,1638399954.903491
1184337,Creatine,10,None / Unsure,1638399954.903491
1184337,Omega-3 Supplements,8,None / Unsure,1638399954.903491
1184337,Cordyceps,9,None / Unsure,1638399954.903491
1184337,Ketogenic diet,6,None / Unsure,1638399954.903491
1184337,Lion's Mane,6,None / Unsure,1638399954.903491
1184337,Trying to get more sleep,10,None / Unsure,1638399954.903491
1184337,"Low intensity cardio (hiking, light jogging...)",5,Had to stop because of side effects,1638399954.903491
1184337,Curcumin,4,Other issues,1638399954.903491
11975772,Rhodiola,0,None / Unsure,1638259002.8380315
11975772,Caffeine,6,Developed tolerance,1638259002.8380315
11975772,Carnivore diet,0,None / Unsure,1638259002.8380315
11975772,Melatonin,8,None / Unsure,1638259002.8380315
11975772,Theanine,0,None / Unsure,1638259002.8380315
11975772,Ashwagandha,1,None / Unsure,1638259002.8380315
11975772,Ginseng,0,None / Unsure,1638259002.8380315
11975772,Creatine,4,None / Unsure,1638259002.8380315
11975772,No Fap (or otherwise avoiding masturbation),10,None / Unsure,1638259002.8380315
11975772,Lion's Mane,0,None / Unsure,1638259002.8380315
11975772,Trying to get more sleep,9,None / Unsure,1638259002.8380315
11975772,Omega-3 Supplements,0,None / Unsure,1638259002.8380315
11975772,Maca,0,None / Unsure,1638259002.8380315
11975772,Ketogenic diet,0,None / Unsure,1638259002.8380315
11975772,Huperzine-A,0,None / Unsure,1638259002.8380315
11975772,Carnitine / Acetyl-L-Carnitine (ALCAR),0,None / Unsure,1638259002.8380315
11975772,N-acetyl Cysteine (NAC),0,None / Unsure,1638259002.8380315
11975772,Magnesium,0,None / Unsure,1638259002.8380315
11975772,GABA,0,None / Unsure,1638259002.8380315
11975772,Tyrosine,0,None / Unsure,1638259002.8380315
12015910,Meditation,5,[],1642292593.7017157
12015910,Vitamin D,5,[],1642292593.7017157
12015910,"High intensity cardio (HIIT, soccer...)",6,[],1642292593.7017157
12015910,Omega-3 Supplements,2,[],1642292593.7017157
12015910,Theanine,8,[],1642292593.7017157
12015910,Bright lights in morning / Dawn simulator,5,[],1642292593.7017157
12015910,Intermittent fasting,3,[],1642292593.7017157
12015910,Vegetarian diet,4,[],1642292593.7017157
12015910,Magnesium,2,[],1642292593.7017157
12015910,Cold shower / Ice bath,7,[],1642292593.7017157
12015910,No Fap (or otherwise avoiding masturbation),3,[],1642292593.7017157
12015910,Caffeine,9,['Persistent side effects'],1642292593.7017157
12051783,Tyrosine,4,None / Unsure,1638224588.303098
12051783,Kratom,4,Had to stop because of side effects,1638224588.303098
12051783,N-acetyl Cysteine (NAC),8,None / Unsure,1638224588.303098
12051783,Ginkgo Biloba,0,None / Unsure,1638224588.303098
12051783,Curcumin,3,None / Unsure,1638224588.303098
12051783,Psilocybin (microdose),8,Other issues,1638224588.303098
12051783,LSD (microdose),6,None / Unsure,1638224588.303098
12051783,Glycine,4,None / Unsure,1638224588.303098
12051783,Vegetarian diet,8,None / Unsure,1638224588.303098
12051783,Nicotine,7,Other issues,1638224588.303098
12051783,Noopept,10,None / Unsure,1638224588.303098
12051783,CBD,8,None / Unsure,1638224588.303098
