userID,itemID,rating,issue
77548174,Carnitine / Acetyl-L-Carnitine (ALCAR),0,None / Unsure
63455636,Meditation,2,['None']
11731695,5-HTP,4,None / Unsure
55249909,Vitamin D,2,['None']
14899825,"Fermented drinks (Kefir, Kombucha...)",1,None / Unsure
62780402,"Low intensity cardio (hiking, light jogging...)",8,[]
94780009,Vitamin D,0,[]
29543447,Phenibut,10,Developed tolerance
82808971,Intermittent fasting,3,['Other issues']
36830533,Phenylpiracetam,0,None / Unsure
87084742,"Low intensity cardio (hiking, light jogging...)",10,None / Unsure
44923015,"Low intensity cardio (hiking, light jogging...)",0,None / Unsure
26939850,Piracetam,2,None / Unsure
86316362,Weightlifting,8,[]
58357719,N-acetyl Cysteine (NAC),7,Other issues
93511492,Intermittent fasting,8,['Persistent side effects']
80691770,Weightlifting,8,[]
94177857,"High intensity cardio (HIIT, soccer...)",5,[]
15144595,Choline,5,['None']
18450678,Omega-3 Supplements,0,[]
83716276,Kratom,0,None / Unsure
78878419,Maca,4,None / Unsure
18313954,Caffeine,6,['Other issues']
65488258,Psilocybin (microdose),10,[]
43429868,Meditation,10,['None']
79817788,Omega-3 Supplements,5,[]
22089885,Phenibut,8,None / Unsure
8415175,Rhodiola,0,None / Unsure
384701,Magnesium,5,None / Unsure
13016001,Bacopa,9,None / Unsure
31650279,Caffeine,10,[]
53079312,Ginkgo Biloba,4,['None']
72633309,Nicotine,6,None / Unsure
52508553,Creatine,8,None / Unsure
8994073,Intermittent fasting,10,['None']
17228663,Ketogenic diet,0,[]
23034836,Theanine,3,None / Unsure
57113144,N-acetyl Cysteine (NAC),0,None / Unsure
38990315,Unifiram,0,[]
51558819,Kava,1,None / Unsure
7301797,Carnivore diet,6,['None']
15109027,Bright lights in morning / Dawn simulator,10,[]
37695548,Nicotine,1,None / Unsure
58357719,BPC-157,2,None / Unsure
73688892,Trying to get more sleep,4,[]
31657912,Magnesium,0,None / Unsure
58698702,Theanine,7,[]
13006054,Magnesium,2,['None']
42162503,Carnitine / Acetyl-L-Carnitine (ALCAR),8,None / Unsure
4307619,Omega-3 Supplements,6,None / Unsure
58214400,Tyrosine,5,[]
28634623,Melatonin,0,None / Unsure
5703605,Ginseng,0,None / Unsure
6522802,"Fermented drinks (Kefir, Kombucha...)",1,None / Unsure
88545346,Trying to get less sleep,0,['Had to stop because of side effects']
87496309,Niacin,5,None / Unsure
24329804,Nicotine,6,Other issues
88349246,5-HTP,3,None / Unsure
1630150,Caffeine,9,['Developed tolerance']
35226533,Vitamin D,0,['None']
95877008,Magnesium,1,[]
34122136,Caffeine,5,[]
21138821,Berberine,1,[]
90723305,Alpha-GPC,0,None / Unsure
73410012,"High intensity cardio (HIIT, soccer...)",1,None / Unsure
72998745,Omega-3 Supplements,0,None / Unsure
58119186,GABA,0,None / Unsure
96691510,Melatonin,5,['None']
79603289,Valerian Root,1,None / Unsure
10278982,Omega-3 Supplements,0,[]
52942509,Kava,4,[]
88701738,Paleo diet,8,[]
2538088,Curcumin,3,None / Unsure
47041739,Adrafinil,5,None / Unsure
20743534,Ginseng,1,[]
79363338,N-acetyl Cysteine (NAC),1,None / Unsure
94881953,Vitamin D,2,[]
40636421,Nicotinamide mononucleotide,0,None / Unsure
9031716,Magnesium,4,None / Unsure
98428700,Cordyceps,0,None / Unsure
89568938,"SNRIs (Cymbalta, Effexor...)",8,Had to stop because of side effects
42015260,Vitamin D,2,['None']
61089668,Modafinil,7,None / Unsure
4063691,Ginkgo Biloba,5,None / Unsure
84125493,Magnesium,2,None / Unsure
9268177,Caffeine,0,['Had to stop because of side effects']
23499808,Agmatine,4,[]
53703412,CBD,7,None / Unsure
94177857,Niacin,5,[]
95991634,Maca,3,None / Unsure
75255715,Pregenolone,5,None / Unsure
57467585,Trying to get more sleep,0,[]
94353790,Meditation,0,[]
69455736,Creatine,4,None / Unsure
37574574,Adrafinil,9,None / Unsure
55891224,Noopept,0,None / Unsure
35856748,Phenibut,0,None / Unsure
80187577,Adderall,10,None / Unsure
49083424,Trying to get more sleep,0,None / Unsure
77824241,Omega-3 Supplements,0,[]
80480697,Aniracetam,2,None / Unsure
97314932,Melatonin,8,None / Unsure
83131271,No Fap (or otherwise avoiding masturbation),2,None / Unsure
9003345,Vitamin D,4,[]
3241682,Kratom,4,None / Unsure
18715751,Magnesium,2,['None']
50370954,Tyrosine,7,None / Unsure
31252049,Vitamin D,7,[]
56635469,Carnitine / Acetyl-L-Carnitine (ALCAR),6,None / Unsure
86100449,Ginseng,3,None / Unsure
43122188,Trying to get more sleep,10,None / Unsure
58119186,Rhodiola,0,None / Unsure
59536239,Bromantane,10,None / Unsure
48521757,Trying to get more sleep,9,[]
93864346,Magnesium,7,None / Unsure
17824902,Bacopa,0,None / Unsure
33490967,"SSRIs (Prozac, Lexapro...)",7,Developed tolerance
40636421,Glycine,1,None / Unsure
15149056,Bacopa,4,[]
3496518,Modafinil,8,[]
61461964,Cordyceps,0,[]
68062744,Omega-3 Supplements,5,None / Unsure
94353790,Nicotinamide riboside,0,[]
53861795,Polygala tenuifolia,0,None / Unsure
60371016,Valerian Root,6,None / Unsure
48685957,Black Seed Oil (Nigella sativa),0,None / Unsure
64398053,"Fermented drinks (Kefir, Kombucha...)",0,None / Unsure
44936667,"Bupropion (Wellbutrin, Zyban...)",7,[]
55891224,Magnesium,1,None / Unsure
17777549,Ketogenic diet,5,None / Unsure
41524154,Omega-3 Supplements,5,None / Unsure
55479888,Lemon balm,3,None / Unsure
31828658,Phenylpiracetam,8,['Persistent side effects']
41219613,Glycine,6,None / Unsure
11975772,Rhodiola,0,None / Unsure
75900122,Choline,0,None / Unsure
80967374,Choline,1,None / Unsure
25179473,Emoxypine,5,None / Unsure
71424180,Probiotics,4,[]
82536476,Tianeptine,6,[]
63134268,Tryptophan,1,None / Unsure
89961353,Oxiracetam,4,None / Unsure
42594215,Caffeine,2,[]
91948942,GABA,2,None / Unsure
45268564,No Fap (or otherwise avoiding masturbation),6,None / Unsure
64940019,Sulbutiamine,2,[]
80072114,Adderall,7,['None']
18373942,Vegan diet,7,[]
67416440,Piracetam,2,[]
83668640,Armodafinil,2,Had to stop because of side effects
16693382,Ashwagandha,4,None / Unsure
41933409,Caffeine,5,None / Unsure
9145015,Caffeine,7,Persistent side effects
11731695,Lemon balm,3,None / Unsure
80810346,Saffron,1,[]
9983053,Lion's Mane,8,None / Unsure
63944675,Ginseng,5,None / Unsure
31636269,Omega-3 Supplements,0,None / Unsure
48563786,Melatonin,8,None / Unsure
57730418,Kratom,4,Developed addiction
45541953,Modafinil,0,['Persistent side effects']
90498794,Curcumin,0,['None']
16693382,Dextroamphetamine (Dexedrine),10,None / Unsure
20767042,Weightlifting,8,[]
68062744,Choline,7,None / Unsure
47041739,Tyrosine,2,None / Unsure
88755543,Kratom,10,None / Unsure
19029326,Niacin,2,None / Unsure
61543562,Kratom,5,['Developed addiction']
44229577,Trying to get more sleep,8,[]
52294255,Selank (or NA-Selank etc),3,None / Unsure
80763932,Nicotine,2,Other issues
89568938,Agmatine,6,None / Unsure
9145015,Theanine,4,None / Unsure
29510105,No Fap (or otherwise avoiding masturbation),7,None / Unsure
93575348,Lemon balm,10,None / Unsure
760024,Ginseng,3,None / Unsure
91376773,Noopept,3,None / Unsure
9698344,"Fermented drinks (Kefir, Kombucha...)",3,[]
33006147,Etifoxine,0,None / Unsure
25030479,Huperzine-A,3,None / Unsure
76225543,St John's Wort,0,[]
93194553,Tryptophan,0,None / Unsure
33212958,Tianeptine,10,None / Unsure
50548060,N-acetyl Cysteine (NAC),5,None / Unsure
38867682,Bacopa,8,None / Unsure
76514065,Trying to get more sleep,6,None / Unsure
13669917,Trying to get more sleep,10,None / Unsure
39661758,Theanine,7,[]
95991634,"Low intensity cardio (hiking, light jogging...)",10,None / Unsure
19301687,Omega-3 Supplements,3,['None']
83668640,Trying to get more sleep,0,None / Unsure
41219613,Nicotine,5,Other issues
23934619,Caffeine,0,['Developed tolerance']
90854280,"Fermented drinks (Kefir, Kombucha...)",0,[]
50270202,Modafinil,8,None / Unsure
21138821,Creatine,5,[]
21229757,No Fap (or otherwise avoiding masturbation),1,None / Unsure
80846748,Theanine,10,None / Unsure
89634656,Rhodiola,8,None / Unsure
9324019,Adderall,10,None / Unsure
26426467,Caffeine,3,Developed tolerance
88545346,Trying to get more sleep,0,['Persistent side effects']
89446304,Modafinil,8,[]
74125813,"Low intensity cardio (hiking, light jogging...)",10,['None']
56133194,Trying to get more sleep,0,None / Unsure
88145710,"Low intensity cardio (hiking, light jogging...)",6,None / Unsure
96003756,Adderall,10,[]
49964898,Ketogenic diet,8,None / Unsure
33212958,Alprazolam (Xanax),7,None / Unsure
11047921,Vitamin D,7,['None']
75822036,Vegetarian diet,9,[]
82175171,Magnesium,7,None / Unsure
86285177,Weightlifting,8,None / Unsure
40017657,CBD,4,None / Unsure
71627295,Adderall,5,['Developed tolerance']
44033245,Piracetam,0,None / Unsure
9698344,Psilocybin (microdose),10,[]
96806050,Probiotics,6,[]
7644423,Caffeine,8,[]
21909356,Methylphenidate (Ritalin),3,[]
37303907,Adderall,6,['Had to stop because of side effects']
75255715,"Low intensity cardio (hiking, light jogging...)",6,None / Unsure
42855000,N-Acetyl-L-Tyrosine,0,None / Unsure
81364606,Ginkgo Biloba,0,['None']
58214400,Shilajit,5,[]
75255715,Modafinil,7,None / Unsure
35669201,Methylliberine (aka Dynamine),8,['Persistent side effects']
86949997,Inositol,3,None / Unsure
57545021,Sarcosine,2,[]
8577054,Magnesium,0,None / Unsure
68542242,Vegetarian diet,0,Other issues
61251314,Nicotine,8,"['Developed addiction', 'Developed tolerance']"
78665184,Curcumin,3,None / Unsure
69595767,Adderall,8,['None']
11047921,Adderall,8,['None']
8290488,Melatonin,6,None / Unsure
59473373,Melatonin,2,Persistent side effects
99087979,Paleo diet,1,[]
40429,Vitamin D,4,[]
95991634,Phenibut,8,None / Unsure
62781604,Curcumin,8,None / Unsure
58119186,Berberine,0,None / Unsure
64256897,Curcumin,2,[]
36962742,St John's Wort,0,None / Unsure
98640695,Bright lights in morning / Dawn simulator,10,[]
22579514,St John's Wort,1,[]
86949997,Phenylpiracetam,1,None / Unsure
10518152,Trying to get less sleep,0,None / Unsure
9344739,Tryptophan,6,['Developed tolerance']
10253060,Caffeine,3,[]
6930479,Creatine,0,[]
75136897,"Low intensity cardio (hiking, light jogging...)",6,None / Unsure
63543792,Creatine,2,['None']
79580404,Polygala tenuifolia,9,None / Unsure
43998722,Bacopa,2,None / Unsure
45258564,Caffeine,5,['Developed tolerance']
72802266,Ketogenic diet,1,['None']
60116230,Trying to get more sleep,5,['None']
6825991,Theanine,0,['None']
50633810,Vitamin D,5,[]
34108257,Psilocybin (microdose),0,[]
1453692,Valerian Root,2,None / Unsure
30114877,Vitamin D,7,[]
11026440,Omega-3 Supplements,0,None / Unsure
55734916,Phenibut,10,None / Unsure
23575734,Trying to get more sleep,5,[]
19169749,Caffeine,6,None / Unsure
39260651,Caffeine,3,[]
5868393,Trying to get less sleep,0,None / Unsure
22438699,"High intensity cardio (HIIT, soccer...)",3,[]
25605778,Adrafinil,8,[]
83809846,Theanine,7,None / Unsure
34116821,Cold shower / Ice bath,7,[]
77548174,Lion's Mane,0,None / Unsure
98553511,Melatonin,6,None / Unsure
38609794,Omega-3 Supplements,7,None / Unsure
58214400,Probiotics,0,[]
26791549,Caffeine,5,None / Unsure
9290846,Omega-3 Supplements,5,None / Unsure
4236754,Bacopa,6,[]
64556379,Nicotine,8,Had to stop because of side effects
64940019,Noopept,4,[]
83139183,Theanine,5,None / Unsure
29053389,Vitamin D,6,[]
16910528,Caffeine,8,None / Unsure
80810346,Intermittent fasting,10,[]
96691510,Omega-3 Supplements,1,['None']
92393697,N-Acetyl-L-Tyrosine,3,None / Unsure
20815662,No Fap (or otherwise avoiding masturbation),8,None / Unsure
9598090,Vegetarian diet,0,[]
14480555,SAM-e,3,None / Unsure
29510105,Glycine,7,None / Unsure
7972306,Inositol,6,None / Unsure
46338644,Adderall,6,Persistent side effects
61909752,CBD,7,None / Unsure
72957046,Caffeine,4,"['Persistent side effects', 'Developed tolerance']"
69439962,"Low intensity cardio (hiking, light jogging...)",6,[]
121698,Lion's Mane,6,None / Unsure
78618305,Theanine,0,None / Unsure
62993154,Melatonin,7,['Other issues']
80187577,Magnesium,4,None / Unsure
3107203,No Fap (or otherwise avoiding masturbation),9,[]
89568938,Black Seed Oil (Nigella sativa),3,None / Unsure
47069926,"SNRIs (Cymbalta, Effexor...)",2,Had to stop because of side effects
90206819,Weightlifting,7,[]
63197727,CBD,0,['None']
89108629,PRL-8-53,4,None / Unsure
69439962,Theanine,5,[]
73844754,Modafinil,8,None / Unsure
94657191,Theanine,5,None / Unsure
59012166,Modafinil,8,Developed tolerance
43017166,"Fermented drinks (Kefir, Kombucha...)",4,None / Unsure
25030479,Kratom,8,None / Unsure
39421489,Modafinil,0,Had to stop because of side effects
54844603,Methylphenidate (Ritalin),10,[]
82598640,Vitamin D,1,[]
15868382,Alpha-GPC,6,None / Unsure
27830878,Ginkgo Biloba,0,None / Unsure
8584959,Niacin,2,None / Unsure
67237326,Weightlifting,8,['None']
78878419,Bromantane,7,None / Unsure
29002810,Noopept,2,None / Unsure
486922,Methylphenidate (Ritalin),9,[]
384701,St John's Wort,5,None / Unsure
40983985,Probiotics,2,[]
58921525,St John's Wort,3,[]
24329804,"SSRIs (Prozac, Lexapro...)",5,Had to stop because of side effects
3693798,Oxiracetam,0,[]
674604,Meditation,6,[]
22089885,Omega-3 Supplements,1,None / Unsure
54055058,Intermittent fasting,7,[]
70198377,Vitamin D,2,[]
40232674,CBD,5,None / Unsure
44350082,Phenylpiracetam,9,None / Unsure
56630459,Black Seed Oil (Nigella sativa),10,None / Unsure
31293330,Selank (or NA-Selank etc),0,None / Unsure
35473179,Magnesium,7,None / Unsure
55828179,Bright lights in morning / Dawn simulator,6,[]
99445066,Trying to get less sleep,0,None / Unsure
98047321,Red reishi mushrooms,5,[]
86100449,Alprazolam (Xanax),7,None / Unsure
41777882,Alprazolam (Xanax),8,['Had to stop because of side effects']
14246747,Creatine,2,None / Unsure
35669201,GABA,5,[]
58459783,Theanine,6,[]
88504891,CBD,5,[]
90462537,Tryptophan,6,None / Unsure
59504849,Taurine,7,['None']
60535289,N-Acetyl-L-Tyrosine,3,None / Unsure
43752624,GABA,4,None / Unsure
92963278,Omega-3 Supplements,0,[]
78704179,Weightlifting,6,None / Unsure
4786568,CBD,3,None / Unsure
38700114,Nicotine,5,None / Unsure
90498794,Trying to get more sleep,1,['None']
17381011,Trying to get more sleep,10,None / Unsure
57726510,Piracetam,4,['None']
52802974,Caffeine,4,[]
39961790,Omega-3 Supplements,0,None / Unsure
57467585,Modafinil,5,[]
65723119,Creatine,5,['None']
96601599,Meditation,3,[]
22284017,Theanine,3,None / Unsure
95959688,Nicotine,3,None / Unsure
76824517,Modafinil,4,Had to stop because of side effects
57770236,"SSRIs (Prozac, Lexapro...)",7,['None']
89787952,Adderall,4,['Developed addiction']
42310627,Modafinil,9,[]
82495097,Alpha-GPC,0,None / Unsure
77617890,Maca,0,[]
98737120,Lion's Mane,1,Had to stop because of side effects
78786791,Magnesium,8,None / Unsure
26572851,"High intensity cardio (HIIT, soccer...)",8,['None']
92051079,Melatonin,5,Developed tolerance
89961353,Theanine,5,None / Unsure
23174936,Weightlifting,8,None / Unsure
72448469,Probiotics,3,[]
78786791,Creatine,0,None / Unsure
15149056,Probiotics,4,[]
3270855,"Fermented drinks (Kefir, Kombucha...)",1,None / Unsure
53287858,Glycine,0,None / Unsure
2207150,Trying to get more sleep,9,None / Unsure
89568938,Oxiracetam,6,None / Unsure
44368165,Phenibut,7,[]
46547575,N-acetyl Cysteine (NAC),1,['Persistent side effects']
25725103,Trying to get more sleep,0,None / Unsure
48108009,Theanine,10,None / Unsure
37695548,Alprazolam (Xanax),8,None / Unsure
29942880,Curcumin,9,None / Unsure
666753,Curcumin,0,None / Unsure
31916946,Modafinil,8,Developed addiction
68062744,Noopept,8,None / Unsure
534210,Probiotics,6,None / Unsure
18450678,CBD,2,[]
51069881,Weightlifting,10,['None']
62460505,Vitamin D,5,[]
72602660,Meditation,5,['None']
51822903,Bacopa,4,None / Unsure
35024270,Melatonin,3,None / Unsure
47230732,CBD,0,[]
6825991,Caffeine,3,['Persistent side effects']
64398053,Oxiracetam,0,None / Unsure
44350082,Valerian Root,6,None / Unsure
21733294,Ketogenic diet,4,None / Unsure
93820137,Ginseng,0,[]
59732617,Carnitine / Acetyl-L-Carnitine (ALCAR),5,None / Unsure
71728945,Choline,2,None / Unsure
15109027,Vitamin D,0,[]
84333802,"High intensity cardio (HIIT, soccer...)",8,[]
82808971,5-HTP,6,[]
1881329,"SSRIs (Prozac, Lexapro...)",0,['Persistent side effects']
40293454,LSD (microdose),3,None / Unsure
84964384,Psilocybin (microdose),0,[]
79363338,Psilocybin (microdose),1,None / Unsure
50794397,Vitamin D,7,['None']
37723753,Nicotinamide mononucleotide,3,None / Unsure
60529474,Armodafinil,4,Developed tolerance
20393311,Meditation,8,[]
55487873,Curcumin,2,None / Unsure
31828658,Curcumin,7,[]
72090800,Intermittent fasting,0,[]
39961790,Magnesium,5,None / Unsure
97705086,Melatonin,0,None / Unsure
22499033,Agmatine,5,None / Unsure
76186903,Trying to get more sleep,3,['None']
12015910,Meditation,5,[]
90206819,Caffeine,4,[]
8584959,Tianeptine,10,None / Unsure
43429868,Psilocybin (microdose),6,['None']
80869211,Inositol,0,Persistent side effects
46919014,Maca,2,[]
29086883,Caffeine,3,Developed tolerance
78447616,Adderall,4,[]
89629880,Melatonin,4,[]
90798661,Magnesium,6,['Had to stop because of side effects']
84388456,"SSRIs (Prozac, Lexapro...)",5,['Had to stop because of side effects']
55202149,Omega-3 Supplements,0,[]
14957470,Magnesium,2,None / Unsure
38609794,Adrafinil,6,None / Unsure
58357719,Melatonin,4,Persistent side effects
416334,Caffeine,5,Persistent side effects
48561793,Trying to get less sleep,3,Had to stop because of side effects
60535289,Vegetarian diet,10,None / Unsure
83716276,Rhodiola,0,None / Unsure
9290846,Psilocybin (microdose),10,None / Unsure
43132068,CBD,7,None / Unsure
80869211,Tyrosine,0,None / Unsure
84943348,Psilocybin (microdose),10,None / Unsure
22089885,Trying to get less sleep,0,None / Unsure
52508553,Nicotine,8,Had to stop because of side effects
92929071,Caffeine,6,[]
79426505,Melatonin,8,Other issues
99885482,Magnesium,7,[]
12676454,Nicotine,0,Developed addiction
31293330,Berberine,4,None / Unsure
88376026,Trying to get more sleep,6,None / Unsure
28502768,CBD,2,None / Unsure
90097041,Caffeine,6,['Other issues']
35534577,Methylphenidate (Ritalin),5,['Persistent side effects']
67034681,Theanine,8,[]
63806260,Maca,0,None / Unsure
71294575,Phenibut,6,None / Unsure
67307102,Phenibut,0,[]
53385177,LSD (microdose),1,[]
29655551,Ashwagandha,4,None / Unsure
18140812,Phenylpiracetam,5,None / Unsure
59867821,Methylphenidate (Ritalin),3,['Had to stop because of side effects']
76790914,Piracetam,4,['Persistent side effects']
32326359,Adderall,4,Had to stop because of side effects
91820365,Uridine,5,None / Unsure
68937256,Magnesium,2,[]
29510105,Trying to get less sleep,1,Persistent side effects
34885689,Inositol,2,None / Unsure
25140736,Trying to get more sleep,9,[]
23300861,Ashwagandha,2,None / Unsure
13318025,Trying to get more sleep,10,None / Unsure
44013022,Maca,2,None / Unsure
72998745,Carnitine / Acetyl-L-Carnitine (ALCAR),0,None / Unsure
79363338,Kava,5,None / Unsure
55906666,Caffeine,0,[]
72802266,Melatonin,5,['None']
55479888,Intermittent fasting,8,None / Unsure
3405550,Probiotics,8,[]
68309222,Melatonin,6,[]
68937256,Lemon balm,4,[]
42172131,Choline,5,None / Unsure
29053389,Weightlifting,5,[]
33006147,Adrafinil,0,None / Unsure
24313466,Nicotine,5,None / Unsure
40429,Kava,8,[]
49452652,Vitamin D,10,['None']
78878419,Lemon balm,5,None / Unsure
82536476,Armodafinil,9,[]
93486528,Methylphenidate (Ritalin),0,[]
59732617,Lion's Mane,4,None / Unsure
60157665,CBD,6,Developed addiction
82612255,Piracetam,6,[]
35102569,Magnesium,5,None / Unsure
61703093,Melatonin,7,[]
40293454,Inositol,2,None / Unsure
1630150,N-Acetyl-L-Tyrosine,8,[]
65416394,5-HTP,4,None / Unsure
20933942,Psilocybin (microdose),6,['None']
47069926,Probiotics,2,None / Unsure
96276765,Melatonin,6,None / Unsure
31578067,Berberine,2,None / Unsure
8584959,Theanine,8,None / Unsure
71424180,Caffeine,9,[]
63560240,Trying to get less sleep,3,None / Unsure
18651431,Weightlifting,7,None / Unsure
82495097,Trying to get more sleep,6,None / Unsure
54478125,Carnitine / Acetyl-L-Carnitine (ALCAR),0,None / Unsure
16910528,Modafinil,9,Developed tolerance
48108009,DMAE,0,None / Unsure
49964898,LSD (microdose),9,None / Unsure
43551645,5-HTP,6,['Had to stop because of side effects']
10253060,Ketogenic diet,9,[]
83139183,Creatine,10,None / Unsure
44013022,Adderall,8,None / Unsure
57730418,Valerian Root,1,None / Unsure
44010856,Agmatine,1,None / Unsure
57671295,Tryptophan,6,None / Unsure
49297163,Vegan diet,0,Had to stop because of side effects
51780176,LSD (microdose),1,[]
3779774,Theanine,6,Persistent side effects
11731695,Ginseng,8,None / Unsure
80481758,Ginseng,0,None / Unsure
3094003,Trying to get less sleep,5,['None']
68062744,Lion's Mane,6,None / Unsure
21718137,Omega-3 Supplements,2,None / Unsure
22107037,"High intensity cardio (HIIT, soccer...)",4,[]
89772483,Bright lights in morning / Dawn simulator,6,None / Unsure
52040808,Ashwagandha,1,[]
55734916,Probiotics,5,None / Unsure
49423480,Noopept,0,None / Unsure
76612885,Weightlifting,0,None / Unsure
25029529,Rhodiola,3,[]
97585331,Nicotine,6,Developed addiction
67307102,Vitamin D,0,[]
80442557,Nicotine,7,[]
88904043,Adderall,0,None / Unsure
6522802,Pramiracetam,8,None / Unsure
44720752,Caffeine,1,[]
28368555,Glycine,1,[]
71889007,Omega-3 Supplements,0,None / Unsure
44318518,Melatonin,7,None / Unsure
33788999,Maca,8,None / Unsure
30433965,Melatonin,5,[]
91933454,LSD (microdose),4,['None']
95750012,Nicotine,5,[]
67237326,"High intensity cardio (HIIT, soccer...)",8,['None']
93178152,Melatonin,9,[]
18793402,Maca,0,[]
81574938,Niacin,0,None / Unsure
74714675,Melatonin,7,[]
99575271,5-HTP,0,None / Unsure
32668471,Rhodiola,3,None / Unsure
5709156,Trying to get more sleep,10,[]
25494796,Noopept,8,None / Unsure
82536476,Choline,7,[]
85872308,Omega-3 Supplements,4,['None']
32693918,Bacopa,10,None / Unsure
11731695,St John's Wort,1,None / Unsure
77875947,5-HTP,5,None / Unsure
53851545,Weightlifting,8,None / Unsure
29996741,Ashwagandha,2,Other issues
53969159,9-MBC,4,['None']
22335800,Adderall,0,['None']
7396315,"Fermented drinks (Kefir, Kombucha...)",3,[]
38974379,5-HTP,2,[]
30461508,Shilajit,4,None / Unsure
25494796,Modafinil,9,None / Unsure
57467585,Intermittent fasting,6,[]
82536476,Creatine,4,[]
27505616,Phenibut,6,['Other issues']
6388928,Magnesium,2,['None']
20537695,Creatine,7,None / Unsure
31578067,Theanine,2,None / Unsure
82495097,5-HTP,0,None / Unsure
73410012,Sarcosine,0,None / Unsure
2063170,Meditation,5,['None']
42549985,Ketogenic diet,10,None / Unsure
31156083,Cold shower / Ice bath,7,['None']
72248525,Ashwagandha,0,None / Unsure
39260651,Vegan diet,0,[]
30257679,Creatine,0,[]
79603289,Psilocybin (microdose),7,None / Unsure
44469767,Modafinil,9,None / Unsure
59029162,CBD,2,[]
25816518,Weightlifting,10,None / Unsure
30734990,Caffeine,1,None / Unsure
18491547,Weightlifting,0,[]
7649126,Magnesium,4,None / Unsure
12450449,Choline,3,None / Unsure
89108629,Coluracetam,3,None / Unsure
98555547,Choline,8,None / Unsure
5703605,Kava,6,None / Unsure
27203872,Melatonin,0,None / Unsure
51242735,Niacin,5,None / Unsure
57730418,Maca,6,None / Unsure
40017657,BPC-157,2,None / Unsure
26412580,Creatine,0,None / Unsure
99017646,Magnesium,10,None / Unsure
51780176,Vitamin D,10,[]
10318375,Adderall,10,[]
10419759,Piracetam,5,None / Unsure
1896698,Omega-3 Supplements,5,[]
10663758,Caffeine,9,None / Unsure
80159081,Vitamin D,7,None / Unsure
3693798,Tianeptine,2,['Had to stop because of side effects']
83809846,CBD,1,None / Unsure
51780176,Ginkgo Biloba,1,[]
60631033,"SNRIs (Cymbalta, Effexor...)",3,[]
8705082,Omega-3 Supplements,2,['None']
58119186,Phenibut,3,None / Unsure
72589333,Omega-3 Supplements,4,[]
43671621,Vegetarian diet,0,[]
33131986,Theanine,6,[]
77892117,Vegan diet,4,Had to stop because of side effects
31828658,Aniracetam,7,[]
99420475,Adderall,9,None / Unsure
76186903,Melatonin,2,['None']
59913407,Ashwagandha,3,None / Unsure
22284017,Intermittent fasting,8,None / Unsure
18313954,Theanine,4,['None']
95877008,Melatonin,3,[]
3563561,Phenylpiracetam,7,['None']
