userID,itemID,rating
222,Modafinil,8
225,Modafinil,4
226,Modafinil,5
227,Modafinil,8
228,Modafinil,7
229,Modafinil,8
230,Modafinil,7
232,Modafinil,7
233,Modafinil,9
234,Modafinil,6
240,Modafinil,6
241,Modafinil,6
242,Modafinil,7
244,Modafinil,5
246,Modafinil,7
247,Modafinil,4
251,Modafinil,8
253,Modafinil,8
255,Modafinil,8
259,Modafinil,10
261,Modafinil,4
265,Modafinil,10
267,Modafinil,6
269,Modafinil,1
270,Modafinil,8
271,Modafinil,10
272,Modafinil,7
273,Modafinil,4
274,Modafinil,6
275,Modafinil,0
276,Modafinil,5
277,Modafinil,8
279,Modafinil,8
280,Modafinil,1
281,Modafinil,7
283,Modafinil,5
285,Modafinil,8
286,Modafinil,9
287,Modafinil,8
288,Modafinil,9
289,Modafinil,7
290,Modafinil,3
291,Modafinil,7
292,Modafinil,8
293,Modafinil,8
294,Modafinil,3
295,Modafinil,10
296,Modafinil,3
297,Modafinil,5
298,Modafinil,8
299,Modafinil,7
300,Modafinil,7
303,Modafinil,9
304,Modafinil,8
308,Modafinil,6
316,Modafinil,9
317,Modafinil,7
318,Modafinil,2
319,Modafinil,1
322,Modafinil,6
323,Modafinil,10
324,Modafinil,8
325,Modafinil,7
326,Modafinil,8
329,Modafinil,10
334,Modafinil,6
335,Modafinil,2
337,Modafinil,0
338,Modafinil,10
340,Modafinil,10
345,Modafinil,2
346,Modafinil,0
347,Modafinil,7
349,Modafinil,6
350,Modafinil,8
351,Modafinil,8
352,Modafinil,7
356,Modafinil,10
358,Modafinil,8
359,Modafinil,10
364,Modafinil,8
368,Modafinil,8
374,Modafinil,7
375,Modafinil,7
376,Modafinil,0
377,Modafinil,5
378,Modafinil,9
379,Modafinil,9
380,Modafinil,7
381,Modafinil,8
382,Modafinil,6
383,Modafinil,3
385,Modafinil,9
387,Modafinil,9
388,Modafinil,9
390,Modafinil,6
391,Modafinil,4
394,Modafinil,10
397,Modafinil,10
398,Modafinil,9
400,Modafinil,8
401,Modafinil,0
402,Modafinil,10
403,Modafinil,3
404,Modafinil,6
405,Modafinil,7
406,Modafinil,0
407,Modafinil,9
411,Modafinil,0
412,Modafinil,7
415,Modafinil,7
416,Modafinil,9
417,Modafinil,8
422,Modafinil,9
425,Modafinil,5
427,Modafinil,1
429,Modafinil,9
430,Modafinil,7
433,Modafinil,8
434,Modafinil,8
436,Modafinil,7
437,Modafinil,7
438,Modafinil,6
441,Modafinil,6
442,Modafinil,3
443,Modafinil,9
444,Modafinil,7
446,Modafinil,9
449,Modafinil,7
450,Modafinil,8
452,Modafinil,8
453,Modafinil,7
456,Modafinil,8
457,Modafinil,6
458,Modafinil,5
459,Modafinil,7
461,Modafinil,5
464,Modafinil,9
465,Modafinil,9
466,Modafinil,5
468,Modafinil,3
469,Modafinil,6
470,Modafinil,3
473,Modafinil,4
475,Modafinil,8
478,Modafinil,7
480,Modafinil,3
484,Modafinil,9
485,Modafinil,7
488,Modafinil,8
489,Modafinil,4
491,Modafinil,7
492,Modafinil,10
495,Modafinil,8
497,Modafinil,3
498,Modafinil,8
500,Modafinil,7
506,Modafinil,0
507,Modafinil,8
508,Modafinil,6
509,Modafinil,6
510,Modafinil,7
511,Modafinil,9
517,Modafinil,8
520,Modafinil,5
521,Modafinil,9
528,Modafinil,5
529,Modafinil,10
530,Modafinil,8
532,Modafinil,7
533,Modafinil,0
534,Modafinil,9
535,Modafinil,8
536,Modafinil,8
537,Modafinil,9
538,Modafinil,1
540,Modafinil,2
541,Modafinil,8
542,Modafinil,6
543,Modafinil,8
544,Modafinil,9
546,Modafinil,8
548,Modafinil,7
549,Modafinil,9
550,Modafinil,4
551,Modafinil,8
553,Modafinil,6
554,Modafinil,0
556,Modafinil,8
559,Modafinil,9
561,Modafinil,3
562,Modafinil,8
565,Modafinil,9
566,Modafinil,6
567,Modafinil,7
568,Modafinil,7
569,Modafinil,5
573,Modafinil,3
575,Modafinil,7
576,Modafinil,6
578,Modafinil,7
579,Modafinil,6
580,Modafinil,6
581,Modafinil,5
583,Modafinil,4
584,Modafinil,9
585,Modafinil,8
586,Modafinil,6
589,Modafinil,7
590,Modafinil,8
591,Modafinil,7
592,Modafinil,8
593,Modafinil,8
594,Modafinil,9
599,Modafinil,7
600,Modafinil,5
603,Modafinil,8
604,Modafinil,7
605,Modafinil,9
606,Modafinil,7
607,Modafinil,8
608,Modafinil,6
609,Modafinil,2
612,Modafinil,5
614,Modafinil,7
615,Modafinil,7
616,Modafinil,10
617,Modafinil,9
619,Modafinil,8
620,Modafinil,6
621,Modafinil,7
622,Modafinil,0
624,Modafinil,8
625,Modafinil,3
627,Modafinil,7
628,Modafinil,8
629,Modafinil,8
630,Modafinil,8
631,Modafinil,10
632,Modafinil,7
633,Modafinil,9
634,Modafinil,8
635,Modafinil,8
636,Modafinil,9
637,Modafinil,8
638,Modafinil,7
639,Modafinil,1
640,Modafinil,8
641,Modafinil,9
642,Modafinil,10
644,Modafinil,3
647,Modafinil,6
649,Modafinil,7
650,Modafinil,7
651,Modafinil,7
654,Modafinil,5
655,Modafinil,7
656,Modafinil,9
657,Modafinil,4
659,Modafinil,7
660,Modafinil,9
661,Modafinil,10
664,Modafinil,8
670,Modafinil,6
671,Modafinil,8
672,Modafinil,9
673,Modafinil,9
674,Modafinil,7
675,Modafinil,6
678,Modafinil,8
679,Modafinil,6
680,Modafinil,7
681,Modafinil,7
682,Modafinil,10
684,Modafinil,8
688,Modafinil,9
689,Modafinil,8
692,Modafinil,8
693,Modafinil,8
695,Modafinil,4
696,Modafinil,9
697,Modafinil,4
698,Modafinil,10
699,Modafinil,5
700,Modafinil,9
701,Modafinil,7
704,Modafinil,7
705,Modafinil,7
706,Modafinil,3
707,Modafinil,5
708,Modafinil,6
709,Modafinil,7
710,Modafinil,0
712,Modafinil,5
713,Modafinil,8
714,Modafinil,6
716,Modafinil,9
722,Modafinil,7
724,Modafinil,7
728,Modafinil,7
731,Modafinil,2
732,Modafinil,9
733,Modafinil,4
734,Modafinil,8
735,Modafinil,6
736,Modafinil,10
738,Modafinil,8
739,Modafinil,8
740,Modafinil,8
741,Modafinil,7
742,Modafinil,8
743,Modafinil,6
744,Modafinil,8
746,Modafinil,8
747,Modafinil,9
748,Modafinil,8
749,Modafinil,7
751,Modafinil,8
753,Modafinil,6
754,Modafinil,6
755,Modafinil,6
756,Modafinil,3
757,Modafinil,8
763,Modafinil,9
765,Modafinil,5
769,Modafinil,9
770,Modafinil,5
771,Modafinil,3
776,Modafinil,3
778,Modafinil,8
780,Modafinil,7
781,Modafinil,8
782,Modafinil,5
784,Modafinil,3
785,Modafinil,9
786,Modafinil,8
789,Modafinil,7
791,Modafinil,8
793,Modafinil,9
794,Modafinil,10
795,Modafinil,8
796,Modafinil,8
797,Modafinil,7
799,Modafinil,10
800,Modafinil,8
801,Modafinil,7
802,Modafinil,7
805,Modafinil,5
806,Modafinil,1
807,Modafinil,9
808,Modafinil,8
809,Modafinil,7
810,Modafinil,7
811,Modafinil,6
812,Modafinil,6
813,Modafinil,5
814,Modafinil,5
818,Modafinil,8
820,Modafinil,0
821,Modafinil,0
822,Modafinil,7
824,Modafinil,7
826,Modafinil,7
0,Caffeine,8
1,Caffeine,0
2,Caffeine,3
3,Caffeine,10
4,Caffeine,3
5,Caffeine,8
6,Caffeine,6
7,Caffeine,6
8,Caffeine,6
9,Caffeine,2
10,Caffeine,8
11,Caffeine,8
12,Caffeine,5
13,Caffeine,4
14,Caffeine,5
15,Caffeine,8
16,Caffeine,3
17,Caffeine,7
18,Caffeine,6
19,Caffeine,6
20,Caffeine,6
21,Caffeine,6
22,Caffeine,6
23,Caffeine,0
24,Caffeine,7
25,Caffeine,7
26,Caffeine,2
27,Caffeine,8
28,Caffeine,3
29,Caffeine,5
30,Caffeine,6
31,Caffeine,6
32,Caffeine,8
33,Caffeine,9
34,Caffeine,8
35,Caffeine,7
36,Caffeine,3
37,Caffeine,8
38,Caffeine,8
40,Caffeine,4
41,Caffeine,3
42,Caffeine,6
43,Caffeine,8
44,Caffeine,10
45,Caffeine,6
46,Caffeine,4
47,Caffeine,6
48,Caffeine,7
49,Caffeine,9
50,Caffeine,0
51,Caffeine,3
52,Caffeine,5
54,Caffeine,6
56,Caffeine,6
57,Caffeine,8
58,Caffeine,7
59,Caffeine,6
60,Caffeine,0
61,Caffeine,5
62,Caffeine,8
63,Caffeine,5
64,Caffeine,1
65,Caffeine,5
66,Caffeine,5
67,Caffeine,4
68,Caffeine,10
69,Caffeine,4
70,Caffeine,6
71,Caffeine,6
72,Caffeine,3
73,Caffeine,7
74,Caffeine,6
75,Caffeine,3
76,Caffeine,4
77,Caffeine,7
78,Caffeine,6
79,Caffeine,5
80,Caffeine,6
81,Caffeine,6
82,Caffeine,6
83,Caffeine,8
84,Caffeine,10
85,Caffeine,7
86,Caffeine,7
87,Caffeine,4
88,Caffeine,5
89,Caffeine,7
90,Caffeine,6
91,Caffeine,3
93,Caffeine,5
94,Caffeine,3
95,Caffeine,8
96,Caffeine,7
97,Caffeine,7
98,Caffeine,3
99,Caffeine,6
100,Caffeine,7
101,Caffeine,8
102,Caffeine,3
103,Caffeine,7
104,Caffeine,6
106,Caffeine,6
107,Caffeine,5
108,Caffeine,4
109,Caffeine,9
110,Caffeine,7
111,Caffeine,6
112,Caffeine,6
113,Caffeine,10
114,Caffeine,4
115,Caffeine,1
116,Caffeine,8
117,Caffeine,5
118,Caffeine,3
119,Caffeine,10
120,Caffeine,8
121,Caffeine,2
122,Caffeine,8
123,Caffeine,7
124,Caffeine,6
125,Caffeine,3
126,Caffeine,3
127,Caffeine,7
128,Caffeine,6
129,Caffeine,8
130,Caffeine,8
131,Caffeine,5
132,Caffeine,5
134,Caffeine,9
135,Caffeine,5
136,Caffeine,4
137,Caffeine,8
138,Caffeine,7
139,Caffeine,5
141,Caffeine,10
142,Caffeine,6
143,Caffeine,8
144,Caffeine,8
145,Caffeine,9
146,Caffeine,7
147,Caffeine,6
148,Caffeine,6
149,Caffeine,7
150,Caffeine,5
151,Caffeine,9
152,Caffeine,7
153,Caffeine,3
154,Caffeine,0
155,Caffeine,7
156,Caffeine,6
157,Caffeine,10
158,Caffeine,6
159,Caffeine,6
160,Caffeine,8
162,Caffeine,7
163,Caffeine,4
164,Caffeine,8
165,Caffeine,3
166,Caffeine,8
167,Caffeine,7
168,Caffeine,1
169,Caffeine,6
170,Caffeine,6
171,Caffeine,6
172,Caffeine,3
173,Caffeine,9
174,Caffeine,3
175,Caffeine,5
176,Caffeine,10
177,Caffeine,6
178,Caffeine,4
179,Caffeine,8
180,Caffeine,6
181,Caffeine,6
182,Caffeine,8
183,Caffeine,5
184,Caffeine,4
186,Caffeine,3
187,Caffeine,7
188,Caffeine,5
189,Caffeine,7
190,Caffeine,9
191,Caffeine,6
192,Caffeine,3
193,Caffeine,7
194,Caffeine,6
195,Caffeine,5
196,Caffeine,2
197,Caffeine,8
198,Caffeine,7
199,Caffeine,7
200,Caffeine,6
201,Caffeine,4
202,Caffeine,10
203,Caffeine,5
204,Caffeine,0
205,Caffeine,8
206,Caffeine,9
207,Caffeine,5
208,Caffeine,7
209,Caffeine,6
210,Caffeine,0
211,Caffeine,8
212,Caffeine,6
213,Caffeine,6
214,Caffeine,7
215,Caffeine,3
216,Caffeine,5
217,Caffeine,4
218,Caffeine,6
220,Caffeine,3
222,Caffeine,5
223,Caffeine,3
224,Caffeine,6
225,Caffeine,5
226,Caffeine,1
227,Caffeine,5
228,Caffeine,6
229,Caffeine,6
230,Caffeine,6
231,Caffeine,8
232,Caffeine,8
233,Caffeine,8
234,Caffeine,10
235,Caffeine,5
236,Caffeine,9
237,Caffeine,8
238,Caffeine,7
239,Caffeine,10
240,Caffeine,5
241,Caffeine,5
242,Caffeine,0
243,Caffeine,5
244,Caffeine,3
245,Caffeine,6
246,Caffeine,5
248,Caffeine,6
249,Caffeine,3
251,Caffeine,8
252,Caffeine,8
254,Caffeine,5
255,Caffeine,5
256,Caffeine,8
257,Caffeine,4
258,Caffeine,8
259,Caffeine,8
260,Caffeine,6
261,Caffeine,2
262,Caffeine,7
263,Caffeine,9
264,Caffeine,8
265,Caffeine,5
266,Caffeine,6
267,Caffeine,0
268,Caffeine,0
269,Caffeine,6
270,Caffeine,6
271,Caffeine,6
272,Caffeine,7
273,Caffeine,8
274,Caffeine,8
275,Caffeine,0
276,Caffeine,10
277,Caffeine,7
278,Caffeine,8
279,Caffeine,0
280,Caffeine,3
281,Caffeine,7
283,Caffeine,7
284,Caffeine,7
285,Caffeine,8
286,Caffeine,10
287,Caffeine,4
288,Caffeine,6
289,Caffeine,8
290,Caffeine,4
291,Caffeine,5
292,Caffeine,8
293,Caffeine,5
294,Caffeine,7
295,Caffeine,8
296,Caffeine,2
297,Caffeine,3
298,Caffeine,5
299,Caffeine,0
300,Caffeine,2
301,Caffeine,8
302,Caffeine,4
303,Caffeine,7
304,Caffeine,6
305,Caffeine,9
306,Caffeine,6
307,Caffeine,5
308,Caffeine,3
310,Caffeine,7
311,Caffeine,7
313,Caffeine,0
314,Caffeine,7
316,Caffeine,6
317,Caffeine,1
318,Caffeine,4
319,Caffeine,4
320,Caffeine,6
321,Caffeine,10
322,Caffeine,8
323,Caffeine,8
324,Caffeine,7
325,Caffeine,5
326,Caffeine,5
327,Caffeine,8
328,Caffeine,6
329,Caffeine,10
330,Caffeine,8
331,Caffeine,6
332,Caffeine,6
333,Caffeine,7
334,Caffeine,6
335,Caffeine,9
336,Caffeine,7
337,Caffeine,0
338,Caffeine,7
339,Caffeine,9
340,Caffeine,5
341,Caffeine,8
342,Caffeine,10
343,Caffeine,8
344,Caffeine,4
345,Caffeine,5
346,Caffeine,5
349,Caffeine,6
350,Caffeine,9
351,Caffeine,3
352,Caffeine,6
353,Caffeine,6
354,Caffeine,6
355,Caffeine,0
356,Caffeine,7
357,Caffeine,6
358,Caffeine,9
359,Caffeine,6
360,Caffeine,8
361,Caffeine,3
362,Caffeine,8
363,Caffeine,0
364,Caffeine,7
365,Caffeine,7
366,Caffeine,6
367,Caffeine,7
368,Caffeine,3
370,Caffeine,8
371,Caffeine,0
372,Caffeine,7
373,Caffeine,5
374,Caffeine,0
375,Caffeine,4
376,Caffeine,1
377,Caffeine,5
378,Caffeine,5
379,Caffeine,7
380,Caffeine,8
381,Caffeine,6
382,Caffeine,7
383,Caffeine,7
384,Caffeine,10
385,Caffeine,0
386,Caffeine,4
387,Caffeine,7
388,Caffeine,7
389,Caffeine,5
390,Caffeine,6
391,Caffeine,4
392,Caffeine,6
393,Caffeine,6
394,Caffeine,6
395,Caffeine,7
396,Caffeine,4
397,Caffeine,7
398,Caffeine,8
399,Caffeine,9
400,Caffeine,6
401,Caffeine,5
402,Caffeine,10
403,Caffeine,7
404,Caffeine,6
405,Caffeine,1
406,Caffeine,5
407,Caffeine,7
409,Caffeine,0
410,Caffeine,6
411,Caffeine,10
412,Caffeine,5
413,Caffeine,7
414,Caffeine,9
415,Caffeine,6
416,Caffeine,6
417,Caffeine,6
419,Caffeine,7
420,Caffeine,8
421,Caffeine,3
422,Caffeine,6
424,Caffeine,7
425,Caffeine,8
426,Caffeine,6
427,Caffeine,9
428,Caffeine,9
429,Caffeine,5
430,Caffeine,5
431,Caffeine,5
432,Caffeine,10
433,Caffeine,5
434,Caffeine,6
435,Caffeine,5
436,Caffeine,10
438,Caffeine,2
439,Caffeine,8
440,Caffeine,4
441,Caffeine,8
442,Caffeine,7
443,Caffeine,8
444,Caffeine,8
445,Caffeine,5
446,Caffeine,5
447,Caffeine,4
448,Caffeine,6
449,Caffeine,5
450,Caffeine,0
452,Caffeine,8
453,Caffeine,8
454,Caffeine,7
456,Caffeine,5
457,Caffeine,5
458,Caffeine,3
461,Caffeine,7
462,Caffeine,8
463,Caffeine,8
464,Caffeine,7
465,Caffeine,8
466,Caffeine,8
467,Caffeine,6
468,Caffeine,5
469,Caffeine,7
470,Caffeine,6
471,Caffeine,8
472,Caffeine,5
473,Caffeine,8
474,Caffeine,7
475,Caffeine,8
476,Caffeine,5
477,Caffeine,7
478,Caffeine,9
479,Caffeine,7
480,Caffeine,9
481,Caffeine,7
482,Caffeine,7
483,Caffeine,10
484,Caffeine,7
485,Caffeine,9
486,Caffeine,4
487,Caffeine,7
488,Caffeine,3
489,Caffeine,6
490,Caffeine,8
491,Caffeine,5
492,Caffeine,1
493,Caffeine,8
494,Caffeine,5
495,Caffeine,4
496,Caffeine,8
497,Caffeine,5
498,Caffeine,8
499,Caffeine,4
500,Caffeine,7
501,Caffeine,6
502,Caffeine,6
504,Caffeine,7
505,Caffeine,4
506,Caffeine,7
507,Caffeine,8
508,Caffeine,5
509,Caffeine,5
510,Caffeine,2
511,Caffeine,2
512,Caffeine,3
513,Caffeine,6
514,Caffeine,9
515,Caffeine,8
516,Caffeine,10
517,Caffeine,6
518,Caffeine,7
519,Caffeine,5
520,Caffeine,7
521,Caffeine,7
522,Caffeine,8
523,Caffeine,2
524,Caffeine,8
525,Caffeine,6
526,Caffeine,6
528,Caffeine,5
529,Caffeine,5
530,Caffeine,7
531,Caffeine,6
532,Caffeine,2
533,Caffeine,7
534,Caffeine,2
535,Caffeine,6
536,Caffeine,4
537,Caffeine,7
538,Caffeine,7
539,Caffeine,7
540,Caffeine,4
542,Caffeine,5
543,Caffeine,6
544,Caffeine,7
545,Caffeine,5
546,Caffeine,5
547,Caffeine,6
548,Caffeine,5
549,Caffeine,5
550,Caffeine,2
551,Caffeine,6
552,Caffeine,7
553,Caffeine,7
554,Caffeine,6
555,Caffeine,8
556,Caffeine,8
557,Caffeine,6
558,Caffeine,4
559,Caffeine,9
560,Caffeine,6
561,Caffeine,7
562,Caffeine,5
563,Caffeine,5
564,Caffeine,4
565,Caffeine,8
566,Caffeine,0
567,Caffeine,2
568,Caffeine,8
569,Caffeine,7
570,Caffeine,0
571,Caffeine,7
572,Caffeine,7
573,Caffeine,3
574,Caffeine,4
575,Caffeine,5
577,Caffeine,0
578,Caffeine,6
579,Caffeine,6
580,Caffeine,4
582,Caffeine,6
583,Caffeine,8
584,Caffeine,6
585,Caffeine,6
586,Caffeine,4
587,Caffeine,2
588,Caffeine,6
589,Caffeine,10
590,Caffeine,9
591,Caffeine,9
592,Caffeine,2
593,Caffeine,7
594,Caffeine,7
595,Caffeine,5
596,Caffeine,7
597,Caffeine,7
598,Caffeine,6
599,Caffeine,4
600,Caffeine,5
601,Caffeine,7
602,Caffeine,4
603,Caffeine,5
604,Caffeine,5
605,Caffeine,9
606,Caffeine,3
610,Caffeine,8
611,Caffeine,8
612,Caffeine,3
613,Caffeine,4
614,Caffeine,9
615,Caffeine,8
616,Caffeine,10
617,Caffeine,5
618,Caffeine,8
619,Caffeine,8
620,Caffeine,5
621,Caffeine,5
622,Caffeine,10
623,Caffeine,8
624,Caffeine,7
625,Caffeine,5
626,Caffeine,7
627,Caffeine,5
628,Caffeine,3
629,Caffeine,6
630,Caffeine,2
631,Caffeine,9
632,Caffeine,7
633,Caffeine,8
634,Caffeine,7
635,Caffeine,6
636,Caffeine,10
637,Caffeine,7
638,Caffeine,4
639,Caffeine,9
640,Caffeine,6
641,Caffeine,7
642,Caffeine,7
643,Caffeine,6
644,Caffeine,6
645,Caffeine,7
646,Caffeine,7
647,Caffeine,7
648,Caffeine,9
649,Caffeine,3
650,Caffeine,9
651,Caffeine,7
652,Caffeine,7
653,Caffeine,2
654,Caffeine,7
655,Caffeine,4
656,Caffeine,9
657,Caffeine,8
658,Caffeine,3
659,Caffeine,6
660,Caffeine,6
661,Caffeine,8
662,Caffeine,7
663,Caffeine,10
664,Caffeine,5
665,Caffeine,7
666,Caffeine,2
667,Caffeine,7
668,Caffeine,8
669,Caffeine,4
670,Caffeine,9
671,Caffeine,8
672,Caffeine,8
673,Caffeine,7
674,Caffeine,7
675,Caffeine,7
677,Caffeine,7
678,Caffeine,7
679,Caffeine,8
680,Caffeine,6
681,Caffeine,9
682,Caffeine,5
683,Caffeine,10
684,Caffeine,8
685,Caffeine,6
686,Caffeine,7
688,Caffeine,7
689,Caffeine,6
690,Caffeine,9
691,Caffeine,7
692,Caffeine,6
693,Caffeine,3
694,Caffeine,6
695,Caffeine,8
696,Caffeine,7
697,Caffeine,8
698,Caffeine,5
699,Caffeine,5
700,Caffeine,9
701,Caffeine,6
702,Caffeine,6
703,Caffeine,8
704,Caffeine,5
705,Caffeine,4
707,Caffeine,6
708,Caffeine,8
709,Caffeine,2
710,Caffeine,3
711,Caffeine,5
712,Caffeine,7
713,Caffeine,7
715,Caffeine,9
716,Caffeine,7
717,Caffeine,7
718,Caffeine,4
719,Caffeine,8
720,Caffeine,10
721,Caffeine,5
722,Caffeine,7
723,Caffeine,7
724,Caffeine,7
725,Caffeine,10
726,Caffeine,10
728,Caffeine,8
729,Caffeine,10
730,Caffeine,7
731,Caffeine,4
732,Caffeine,5
733,Caffeine,10
734,Caffeine,4
735,Caffeine,9
736,Caffeine,8
738,Caffeine,6
739,Caffeine,8
740,Caffeine,7
741,Caffeine,7
742,Caffeine,6
743,Caffeine,6
744,Caffeine,6
745,Caffeine,8
746,Caffeine,2
747,Caffeine,7
748,Caffeine,6
749,Caffeine,7
750,Caffeine,7
751,Caffeine,7
752,Caffeine,8
754,Caffeine,5
755,Caffeine,4
756,Caffeine,8
757,Caffeine,6
758,Caffeine,6
759,Caffeine,6
760,Caffeine,5
761,Caffeine,7
762,Caffeine,6
763,Caffeine,8
766,Caffeine,7
767,Caffeine,8
768,Caffeine,8
769,Caffeine,4
770,Caffeine,9
771,Caffeine,5
772,Caffeine,6
773,Caffeine,8
774,Caffeine,8
775,Caffeine,5
776,Caffeine,7
777,Caffeine,7
778,Caffeine,7
779,Caffeine,7
780,Caffeine,6
782,Caffeine,8
783,Caffeine,4
784,Caffeine,2
785,Caffeine,7
786,Caffeine,6
787,Caffeine,6
788,Caffeine,3
789,Caffeine,4
790,Caffeine,9
791,Caffeine,8
792,Caffeine,8
793,Caffeine,7
794,Caffeine,6
795,Caffeine,6
796,Caffeine,6
797,Caffeine,6
798,Caffeine,6
799,Caffeine,5
800,Caffeine,5
801,Caffeine,5
802,Caffeine,5
803,Caffeine,5
804,Caffeine,4
805,Caffeine,3
806,Caffeine,1
818,Caffeine,6
819,Caffeine,4
820,Caffeine,3
821,Caffeine,7
822,Caffeine,5
823,Caffeine,5
824,Caffeine,6
825,Caffeine,10
826,Caffeine,6
5,Coluracetam,10
8,Coluracetam,3
10,Coluracetam,6
20,Coluracetam,4
49,Coluracetam,6
50,Coluracetam,6
57,Coluracetam,2
69,Coluracetam,6
70,Coluracetam,9
74,Coluracetam,0
79,Coluracetam,5
81,Coluracetam,2
87,Coluracetam,0
88,Coluracetam,3
90,Coluracetam,3
97,Coluracetam,6
113,Coluracetam,1
115,Coluracetam,2
117,Coluracetam,3
120,Coluracetam,6
125,Coluracetam,2
126,Coluracetam,5
133,Coluracetam,2
145,Coluracetam,4
152,Coluracetam,8
155,Coluracetam,5
157,Coluracetam,6
159,Coluracetam,2
173,Coluracetam,4
175,Coluracetam,8
178,Coluracetam,8
179,Coluracetam,5
186,Coluracetam,10
191,Coluracetam,5
193,Coluracetam,3
197,Coluracetam,7
203,Coluracetam,0
210,Coluracetam,0
211,Coluracetam,10
213,Coluracetam,3
214,Coluracetam,5
228,Coluracetam,6
230,Coluracetam,4
242,Coluracetam,7
244,Coluracetam,8
246,Coluracetam,7
255,Coluracetam,2
259,Coluracetam,8
274,Coluracetam,5
275,Coluracetam,0
281,Coluracetam,6
282,Coluracetam,4
285,Coluracetam,5
290,Coluracetam,6
296,Coluracetam,4
323,Coluracetam,7
328,Coluracetam,5
334,Coluracetam,7
340,Coluracetam,4
341,Coluracetam,2
348,Coluracetam,5
365,Coluracetam,2
366,Coluracetam,8
378,Coluracetam,5
380,Coluracetam,4
381,Coluracetam,7
402,Coluracetam,10
403,Coluracetam,2
404,Coluracetam,7
406,Coluracetam,2
411,Coluracetam,0
425,Coluracetam,7
461,Coluracetam,5
464,Coluracetam,6
488,Coluracetam,1
492,Coluracetam,4
520,Coluracetam,5
528,Coluracetam,6
540,Coluracetam,0
555,Coluracetam,8
556,Coluracetam,6
559,Coluracetam,6
561,Coluracetam,4
568,Coluracetam,5
612,Coluracetam,3
614,Coluracetam,7
622,Coluracetam,0
632,Coluracetam,4
633,Coluracetam,4
650,Coluracetam,7
671,Coluracetam,6
673,Coluracetam,9
678,Coluracetam,4
681,Coluracetam,5
684,Coluracetam,4
692,Coluracetam,6
709,Coluracetam,4
717,Coluracetam,7
720,Coluracetam,3
820,Coluracetam,0
5,Phenylpiracetam,7
11,Phenylpiracetam,7
13,Phenylpiracetam,4
19,Phenylpiracetam,5
20,Phenylpiracetam,7
31,Phenylpiracetam,2
32,Phenylpiracetam,4
44,Phenylpiracetam,2
45,Phenylpiracetam,3
49,Phenylpiracetam,7
50,Phenylpiracetam,5
57,Phenylpiracetam,4
62,Phenylpiracetam,6
71,Phenylpiracetam,7
74,Phenylpiracetam,6
77,Phenylpiracetam,10
79,Phenylpiracetam,6
81,Phenylpiracetam,4
110,Phenylpiracetam,6
113,Phenylpiracetam,3
114,Phenylpiracetam,6
116,Phenylpiracetam,6
118,Phenylpiracetam,7
119,Phenylpiracetam,2
125,Phenylpiracetam,1
128,Phenylpiracetam,5
129,Phenylpiracetam,8
